Model,DPO2024B
Firmware Version,1.52

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.1,,,
Sample Interval,0.000192012,,,
Filter Frequency,2e+08,,,
Record Length,5192,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,10,,10,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.5,,5,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-3.969e-01,0.11,0.33,9.8,10.2
-3.967e-01,0.11,-0.19,9.8,9.4
-3.965e-01,0.09,0.33,9.8,10.4
-3.963e-01,0.11,-0.19,9.8,9.6
-3.961e-01,0.09,0.35,10,10.2
-3.959e-01,0.11,-0.25,9.8,9.6
-3.957e-01,0.11,0.45,9.8,10.2
-3.955e-01,0.09,-0.27,10,9.6
-3.954e-01,0.11,0.47,9.8,10.2
-3.952e-01,0.09,-0.25,9.8,9.4
-3.950e-01,0.11,0.43,10.2,10.2
-3.948e-01,0.11,-0.25,10,9.4
-3.946e-01,0.11,0.43,10,10.4
-3.944e-01,0.09,-0.23,9.8,9.6
-3.942e-01,0.11,0.43,10,10.4
-3.940e-01,0.09,-0.21,10,9.4
-3.938e-01,0.07,0.43,10,10.4
-3.936e-01,0.11,-0.19,10,9.6
-3.934e-01,0.15,0.45,10,10.4
-3.932e-01,0.09,-0.15,10,9.6
-3.930e-01,0.09,0.43,10,10.4
-3.929e-01,0.07,-0.15,9.8,9.6
-3.927e-01,0.07,0.47,10,10.4
-3.925e-01,0.07,-0.13,10,9.4
-3.923e-01,0.11,0.45,10,10.4
-3.921e-01,0.09,-0.13,10,9.4
-3.919e-01,0.09,0.43,9.8,10.4
-3.917e-01,0.09,-0.11,9.8,9.4
-3.915e-01,0.09,0.41,10,10.4
-3.913e-01,0.09,-0.09,10,9.4
-3.911e-01,0.09,0.39,9.8,10.4
-3.909e-01,0.05,-0.11,10,9.4
-3.907e-01,0.07,0.31,9.8,10.4
-3.906e-01,0.09,-0.03,9.8,9.4
-3.904e-01,0.07,0.23,10,10.2
-3.902e-01,0.07,-0.00999999,9.8,9.4
-3.900e-01,0.07,0.17,10,10.2
-3.898e-01,0.07,-0.00999999,10,9.4
-3.896e-01,0.07,0.15,9.8,10.2
-3.894e-01,0.07,-0.00999999,9.8,9.4
-3.892e-01,0.09,0.17,10,10.2
-3.890e-01,0.07,-0.00999999,9.8,9.4
-3.888e-01,0.09,0.15,9.8,10.2
-3.886e-01,0.07,-0.00999999,9.8,9.4
-3.884e-01,0.07,0.15,9.8,10.2
-3.882e-01,0.11,0.01,9.8,9.4
-3.881e-01,0.09,0.15,9.8,10.2
-3.879e-01,0.07,0.01,9.8,9.4
-3.877e-01,0.07,0.13,9.6,10.2
-3.875e-01,0.07,-0.11,9.8,9.4
-3.873e-01,0.07,0.55,9.8,10.2
-3.871e-01,0.09,-0.13,9.8,9.4
-3.869e-01,0.07,0.53,9.8,10.2
-3.867e-01,0.07,-0.13,9.6,9.4
-3.865e-01,0.11,0.55,9.8,10.2
-3.863e-01,0.09,-0.15,9.8,9.4
-3.861e-01,0.03,0.57,9.6,10.2
-3.859e-01,0.07,-0.15,9.6,9.2
-3.858e-01,0.09,0.59,9.8,10
-3.856e-01,0.07,-0.15,9.6,9.4
-3.854e-01,0.05,0.57,10,10
-3.852e-01,0.07,-0.17,9.6,9.2
-3.850e-01,0.07,0.59,9.6,10
-3.848e-01,0.07,-0.19,9.4,9.2
-3.846e-01,0.05,0.59,9.6,10
-3.844e-01,0.05,-0.29,9.8,9.2
-3.842e-01,-0.03,0.55,9.8,10
-3.840e-01,0.07,-0.27,9.6,9.4
-3.838e-01,0.07,0.55,9.8,10
-3.836e-01,0.09,-0.29,9.8,9.2
-3.834e-01,0.11,0.55,9.6,10
-3.833e-01,0.03,-0.29,9.6,9.2
-3.831e-01,0.09,0.57,9.8,10
-3.829e-01,0.07,-0.27,9.8,9.4
-3.827e-01,0.03,0.53,9.6,10.2
-3.825e-01,0.07,-0.27,9.8,9.4
-3.823e-01,0.15,0.41,9.6,10.2
-3.821e-01,0.33,-0.23,9.8,9.4
-3.819e-01,0.17,0.37,10,10.2
-3.817e-01,0.13,-0.23,9.8,9.4
-3.815e-01,0.03,0.37,9.8,10.2
-3.813e-01,0.09,-0.21,9.6,9.4
-3.811e-01,0.09,0.37,10,10.2
-3.810e-01,0.09,-0.21,9.8,9.4
-3.808e-01,0.09,0.35,10,10.2
-3.806e-01,0.09,-0.19,10,9.4
-3.804e-01,0.15,0.37,10,10.2
-3.802e-01,0.09,-0.19,9.8,9.4
-3.800e-01,0.09,0.33,10,10.2
-3.798e-01,0.07,-0.19,10,9.4
-3.796e-01,0.09,0.33,10,10.2
-3.794e-01,0.11,-0.23,10,9.4
-3.792e-01,0.09,0.43,10,10.4
-3.790e-01,0.09,-0.25,9.8,9.4
-3.788e-01,0.09,0.47,10,10.4
-3.786e-01,0.09,-0.25,10,9.4
-3.785e-01,0.09,0.45,10,10.4
-3.783e-01,0.11,-0.25,10,9.6
-3.781e-01,0.11,0.45,9.8,10.4
-3.779e-01,0.11,-0.25,9.8,9.6
-3.777e-01,0.09,0.43,9.8,10.4
-3.775e-01,0.11,-0.23,10,9.6
-3.773e-01,0.11,0.43,10,10.4
-3.771e-01,0.07,-0.21,9.8,9.6
-3.769e-01,0.09,0.45,9.8,10.4
-3.767e-01,0.01,-0.17,9.8,9.6
-3.765e-01,0.07,0.45,10,10.4
-3.763e-01,0.29,-0.15,10,9.6
-3.762e-01,0.05,0.47,10,10.4
-3.760e-01,0.25,-0.15,9.8,9.6
-3.758e-01,-0.05,0.47,10,10.4
-3.756e-01,0.07,-0.13,10,9.4
-3.754e-01,0.23,0.43,10,10.4
-3.752e-01,0.11,-0.13,9.8,9.4
-3.750e-01,0.37,0.41,10,10.4
-3.748e-01,0.07,-0.09,10,9.4
-3.746e-01,0.09,0.39,9.8,10.4
-3.744e-01,0.07,-0.11,10,9.4
-3.742e-01,0.07,0.31,10,10.4
-3.740e-01,0.09,-0.05,9.8,9.4
-3.738e-01,0.09,0.27,9.8,10.2
-3.737e-01,0.05,-0.00999999,9.8,9.4
-3.735e-01,0.09,0.17,9.8,10.2
-3.733e-01,0.09,-0.00999999,10,9.4
-3.731e-01,0.07,0.15,9.8,10.2
-3.729e-01,0.07,-0.00999999,10,9.4
-3.727e-01,0.09,0.17,10,10.2
-3.725e-01,0.09,-0.00999999,9.8,9.4
-3.723e-01,0.11,0.15,9.6,10.2
-3.721e-01,0.07,-0.00999999,9.8,9.4
-3.719e-01,0.09,0.17,9.8,10.2
-3.717e-01,0.05,-0.00999999,9.8,9.4
-3.715e-01,0.07,0.15,9.6,10.2
-3.714e-01,0.09,0.01,9.8,9.4
-3.712e-01,0.07,0.13,10,10.2
-3.710e-01,0.09,-0.13,9.8,9.4
-3.708e-01,0.09,0.51,9.8,10.2
-3.706e-01,0.07,-0.13,9.8,9.4
-3.704e-01,0.09,0.53,9.8,10.2
-3.702e-01,0.09,-0.11,9.8,9.4
-3.700e-01,0.07,0.55,9.6,10.2
-3.698e-01,0.07,-0.13,9.6,9.4
-3.696e-01,0.09,0.57,9.6,10.2
-3.694e-01,0.07,-0.13,9.8,9.2
-3.692e-01,0.07,0.57,9.6,10
-3.690e-01,0.05,-0.17,9.8,9.4
-3.689e-01,0.09,0.61,9.6,10.2
-3.687e-01,0.05,-0.17,9.6,9.2
-3.685e-01,0.07,0.59,10,10
-3.683e-01,0.09,-0.17,9.6,9.2
-3.681e-01,0.09,0.59,9.8,10.2
-3.679e-01,0.07,-0.29,9.8,9.2
-3.677e-01,0.07,0.55,9.8,10.2
-3.675e-01,0.01,-0.29,9.6,9.4
-3.673e-01,0.09,0.55,9.8,10
-3.671e-01,0.07,-0.29,9.6,9.4
-3.669e-01,0.09,0.55,9.8,10
-3.667e-01,0.09,-0.29,9.8,9.2
-3.666e-01,0.07,0.57,9.8,10
-3.664e-01,0.09,-0.29,9.8,9.4
-3.662e-01,0.09,0.55,9.6,10.2
-3.660e-01,0.09,-0.27,9.8,9.4
-3.658e-01,0.11,0.41,9.8,10.2
-3.656e-01,0.09,-0.23,9.6,9.4
-3.654e-01,0.09,0.37,9.6,10.2
-3.652e-01,0.09,-0.21,9.8,9.4
-3.650e-01,0.09,0.39,9.8,10.2
-3.648e-01,0.09,-0.23,9.8,9.4
-3.646e-01,0.09,0.37,9.8,10.2
-3.644e-01,0.11,-0.21,9.8,9.4
-3.642e-01,0.09,0.37,9.8,10.2
-3.641e-01,0.11,-0.19,10,9.4
-3.639e-01,0.09,0.33,9.8,10.2
-3.637e-01,0.09,-0.17,9.8,9.4
-3.635e-01,0.09,0.33,9.8,10.2
-3.633e-01,0.13,-0.19,9.8,9.4
-3.631e-01,0.09,0.35,9.8,10.2
-3.629e-01,0.09,-0.19,9.8,9.6
-3.627e-01,0.11,0.35,9.8,10.4
-3.625e-01,0.11,-0.27,10,9.4
-3.623e-01,0.09,0.45,10,10.2
-3.621e-01,0.11,-0.25,10,9.6
-3.619e-01,0.09,0.47,10,10.4
-3.618e-01,0.09,-0.25,10,9.4
-3.616e-01,0.11,0.43,10,10.2
-3.614e-01,0.09,-0.25,9.8,9.6
-3.612e-01,0.13,0.43,10,10.4
-3.610e-01,0.11,-0.23,9.8,9.6
-3.608e-01,0.13,0.43,10,10.4
-3.606e-01,0.11,-0.21,10,9.6
-3.604e-01,0.09,0.43,10,10.4
-3.602e-01,0.11,-0.19,9.8,9.6
-3.600e-01,0.11,0.45,9.8,10.4
-3.598e-01,0.11,-0.15,10,9.4
-3.596e-01,0.07,0.43,9.8,10.4
-3.594e-01,0.07,-0.15,10,9.6
-3.593e-01,0.09,0.47,9.8,10.4
-3.591e-01,0.11,-0.13,10,9.6
-3.589e-01,0.09,0.45,10,10.4
-3.587e-01,0.09,-0.11,10,9.6
-3.585e-01,0.09,0.45,9.8,10.4
-3.583e-01,0.07,-0.11,9.8,9.4
-3.581e-01,0.07,0.41,9.8,10.2
-3.579e-01,0.07,-0.11,10,9.4
-3.577e-01,0.09,0.37,9.8,10.2
-3.575e-01,0.09,-0.05,10,9.4
-3.573e-01,0.07,0.31,9.8,10.2
-3.571e-01,0.07,-0.00999999,9.8,9.4
-3.570e-01,0.09,0.23,10,10.2
-3.568e-01,0.09,-0.00999999,9.8,9.4
-3.566e-01,0.07,0.17,9.8,10.2
-3.564e-01,0.09,-0.00999999,9.8,9.4
-3.562e-01,0.07,0.17,10,10.2
-3.560e-01,0.11,-0.00999999,9.8,9.4
-3.558e-01,0.09,0.15,9.8,10.2
-3.556e-01,0.07,-0.03,10,9.4
-3.554e-01,0.11,0.15,9.8,10.2
-3.552e-01,0.07,-0.00999999,9.8,9.4
-3.550e-01,0.07,0.17,9.8,10.2
-3.548e-01,0.09,0.01,10,9.4
-3.546e-01,0.07,0.13,9.8,10.2
-3.545e-01,0.11,-0.03,9.8,9.4
-3.543e-01,0.07,0.23,9.8,10.2
-3.541e-01,0.09,-0.13,9.8,9.4
-3.539e-01,0.09,0.55,9.8,10.2
-3.537e-01,0.07,-0.13,9.8,9.4
-3.535e-01,0.11,0.53,9.6,10.2
-3.533e-01,0.07,-0.13,9.8,9.4
-3.531e-01,0.09,0.55,9.6,10.2
-3.529e-01,0.09,-0.17,9.8,9.2
-3.527e-01,0.07,0.57,9.8,10.2
-3.525e-01,0.07,-0.15,9.6,9.2
-3.523e-01,0.05,0.59,9.6,10
-3.522e-01,0.09,-0.17,9.6,9.2
-3.520e-01,0.07,0.59,9.8,10
-3.518e-01,0.11,-0.17,9.6,9.2
-3.516e-01,0.05,0.57,9.6,10
-3.514e-01,0.07,-0.19,9.6,9.2
-3.512e-01,0.07,0.61,9.6,10
-3.510e-01,0.05,-0.29,9.8,9.2
-3.508e-01,0.03,0.53,9.6,10
-3.506e-01,0.05,-0.27,9.8,9.2
-3.504e-01,0.07,0.55,9.6,10
-3.502e-01,0.07,-0.29,9.8,9.2
-3.500e-01,0.09,0.57,9.4,10
-3.498e-01,0.09,-0.29,9.6,9.2
-3.497e-01,0.05,0.55,9.6,10
-3.495e-01,0.11,-0.29,9.6,9.4
-3.493e-01,0.07,0.45,9.8,10.2
-3.491e-01,0.07,-0.25,9.6,9.4
-3.489e-01,0.09,0.37,9.8,10.2
-3.487e-01,0.05,-0.23,9.8,9.4
-3.485e-01,0.09,0.37,9.8,10.2
-3.483e-01,0.11,-0.23,9.8,9.4
-3.481e-01,0.07,0.39,9.6,10.2
-3.479e-01,0.11,-0.21,9.8,9.4
-3.477e-01,0.07,0.39,10,10.2
-3.475e-01,0.11,-0.21,9.8,9.4
-3.474e-01,0.11,0.35,9.8,10.2
-3.472e-01,0.11,-0.17,9.8,9.4
-3.470e-01,0.11,0.35,9.8,10.2
-3.468e-01,0.11,-0.19,10,9.4
-3.466e-01,0.11,0.35,10,10.2
-3.464e-01,0.09,-0.19,9.8,9.6
-3.462e-01,0.13,0.33,9.8,10.2
-3.460e-01,0.11,-0.27,10.2,9.6
-3.458e-01,0.11,0.45,10,10.4
-3.456e-01,0.11,-0.27,9.8,9.4
-3.454e-01,0.09,0.45,10,10.4
-3.452e-01,0.09,-0.25,9.8,9.4
-3.450e-01,0.09,0.43,9.8,10.2
-3.449e-01,0.11,-0.25,9.8,9.6
-3.447e-01,0.07,0.43,9.8,10.4
-3.445e-01,0.09,-0.23,10,9.6
-3.443e-01,0.11,0.47,10,10.4
-3.441e-01,0.09,-0.21,10,9.4
-3.439e-01,0.09,0.43,9.8,10.4
-3.437e-01,0.11,-0.21,9.8,9.6
-3.435e-01,0.13,0.45,10,10.4
-3.433e-01,0.09,-0.17,9.8,9.6
-3.431e-01,0.07,0.43,9.8,10.4
-3.429e-01,0.07,-0.13,10,9.6
-3.427e-01,0.09,0.47,10,10.4
-3.425e-01,0.09,-0.13,9.8,9.4
-3.424e-01,0.09,0.45,9.8,10.4
-3.422e-01,0.09,-0.11,9.8,9.6
-3.420e-01,0.07,0.45,10,10.4
-3.418e-01,0.11,-0.11,9.8,9.6
-3.416e-01,0.09,0.41,10,10.4
-3.414e-01,0.07,-0.11,9.8,9.6
-3.412e-01,0.09,0.39,9.8,10.4
-3.410e-01,0.07,-0.11,10,9.4
-3.408e-01,0.07,0.31,10,10.2
-3.406e-01,0.05,-0.03,10,9.6
-3.404e-01,0.07,0.23,9.8,10.2
-3.402e-01,0.09,-0.00999999,10,9.4
-3.401e-01,0.09,0.19,9.6,10.2
-3.399e-01,0.07,-0.00999999,9.8,9.4
-3.397e-01,0.09,0.17,10,10.2
-3.395e-01,0.09,-0.00999999,9.8,9.4
-3.393e-01,0.07,0.17,10,10.2
-3.391e-01,0.09,-0.00999999,9.8,9.4
-3.389e-01,0.09,0.17,9.8,10.2
-3.387e-01,0.07,-0.00999999,9.8,9.4
-3.385e-01,0.07,0.17,10,10.2
-3.383e-01,0.09,-0.00999999,9.6,9.4
-3.381e-01,0.07,0.15,9.8,10.2
-3.379e-01,0.09,0.01,9.8,9.4
-3.377e-01,0.09,0.13,9.8,10.2
-3.376e-01,0.07,-0.11,9.8,9.4
-3.374e-01,0.09,0.51,9.8,10.2
-3.372e-01,0.09,-0.11,9.8,9.4
-3.370e-01,0.07,0.53,9.6,10.2
-3.368e-01,0.09,-0.13,9.8,9.4
-3.366e-01,0.05,0.55,9.6,10.2
-3.364e-01,0.09,-0.13,9.8,9.4
-3.362e-01,0.09,0.57,9.8,10.2
-3.360e-01,0.09,-0.15,9.8,9.2
-3.358e-01,0.07,0.59,9.6,10.2
-3.356e-01,0.07,-0.17,9.6,9.2
-3.354e-01,0.09,0.59,9.8,10
-3.353e-01,0.07,-0.17,9.8,9.2
-3.351e-01,0.07,0.59,9.6,10
-3.349e-01,0.07,-0.17,9.6,9.2
-3.347e-01,0.09,0.59,9.8,10
-3.345e-01,0.07,-0.29,9.6,9.2
-3.343e-01,0.05,0.55,9.6,10
-3.341e-01,0.05,-0.27,9.6,9.4
-3.339e-01,0.09,0.55,9.6,10.2
-3.337e-01,0.09,-0.29,9.6,9.2
-3.335e-01,0.09,0.57,9.6,10.2
-3.333e-01,0.07,-0.29,9.8,9.4
-3.331e-01,0.09,0.55,9.8,10
-3.329e-01,0.09,-0.27,9.8,9.2
-3.328e-01,0.09,0.55,9.6,10.2
-3.326e-01,0.09,-0.27,9.8,9.4
-3.324e-01,0.09,0.41,9.8,10.2
-3.322e-01,0.09,-0.23,9.8,9.4
-3.320e-01,0.09,0.37,9.8,10.2
-3.318e-01,0.09,-0.23,9.8,9.4
-3.316e-01,0.07,0.35,9.6,10.2
-3.314e-01,0.09,-0.23,9.8,9.4
-3.312e-01,0.09,0.39,10,10.2
-3.310e-01,0.09,-0.21,10,9.4
-3.308e-01,0.09,0.33,9.8,10.2
-3.306e-01,0.09,-0.17,9.8,9.4
-3.305e-01,0.09,0.33,9.8,10.2
-3.303e-01,0.09,-0.19,9.8,9.4
-3.301e-01,0.11,0.33,10,10.4
-3.299e-01,0.11,-0.19,10,9.4
-3.297e-01,0.11,0.33,10,10.2
-3.295e-01,0.11,-0.21,10,9.4
-3.293e-01,0.09,0.37,10,10.2
-3.291e-01,0.11,-0.25,10,9.6
-3.289e-01,0.09,0.45,9.8,10.4
-3.287e-01,0.09,-0.25,9.8,9.6
-3.285e-01,0.11,0.45,9.8,10.4
-3.283e-01,0.11,-0.25,10,9.6
-3.281e-01,0.09,0.45,10,10.4
-3.280e-01,0.11,-0.25,10,9.6
-3.278e-01,0.09,0.43,10,10.4
-3.276e-01,0.07,-0.23,9.8,9.6
-3.274e-01,0.11,0.43,10,10.4
-3.272e-01,0.09,-0.23,9.8,9.6
-3.270e-01,0.09,0.41,9.8,10.4
-3.268e-01,0.15,-0.17,9.8,9.6
-3.266e-01,0.09,0.45,10,10.4
-3.264e-01,0.09,-0.15,9.8,9.6
-3.262e-01,0.09,0.45,10,10.4
-3.260e-01,0.09,-0.15,10,9.6
-3.258e-01,0.07,0.47,9.8,10.4
-3.257e-01,0.09,-0.13,10,9.6
-3.255e-01,0.07,0.43,9.8,10.4
-3.253e-01,0.09,-0.11,10,9.4
-3.251e-01,0.09,0.41,10,10.4
-3.249e-01,0.07,-0.11,9.8,9.4
-3.247e-01,0.07,0.39,9.8,10.2
-3.245e-01,0.05,-0.11,10,9.4
-3.243e-01,0.07,0.35,10,10.4
-3.241e-01,0.07,-0.07,9.8,9.4
-3.239e-01,0.07,0.33,9.8,10.2
-3.237e-01,0.09,-0.03,10,9.4
-3.235e-01,0.07,0.21,10,10.2
-3.233e-01,0.07,-0.00999999,10,9.4
-3.232e-01,0.07,0.17,9.8,10.2
-3.230e-01,0.07,-0.00999999,9.8,9.4
-3.228e-01,0.05,0.15,9.8,10.2
-3.226e-01,0.09,-0.00999999,9.8,9.4
-3.224e-01,0.07,0.15,9.8,10.2
-3.222e-01,0.09,-0.00999999,9.8,9.4
-3.220e-01,0.09,0.15,9.8,10.2
-3.218e-01,0.07,-0.00999999,9.8,9.4
-3.216e-01,0.07,0.15,10,10.2
-3.214e-01,0.09,0.01,9.8,9.4
-3.212e-01,0.09,0.13,9.8,10.2
-3.210e-01,0.07,-0.11,9.8,9.4
-3.209e-01,0.07,0.51,9.8,10.2
-3.207e-01,0.09,-0.11,9.8,9.4
-3.205e-01,0.09,0.55,9.8,10.2
-3.203e-01,0.09,-0.13,9.6,9.4
-3.201e-01,0.09,0.55,9.8,10.2
-3.199e-01,0.09,-0.13,9.6,9.4
-3.197e-01,0.07,0.55,9.8,10
-3.195e-01,0.07,-0.15,9.8,9.4
-3.193e-01,0.07,0.57,9.6,10.2
-3.191e-01,0.07,-0.15,9.8,9.4
-3.189e-01,0.09,0.59,9.8,10.2
-3.187e-01,0.09,-0.17,9.6,9.2
-3.185e-01,0.07,0.59,9.6,10
-3.184e-01,0.07,-0.17,9.6,9.2
-3.182e-01,0.09,0.57,9.6,10
-3.180e-01,0.07,-0.21,9.6,9.2
-3.178e-01,0.07,0.57,9.6,10
-3.176e-01,0.05,-0.29,9.8,9.2
-3.174e-01,0.07,0.55,9.8,10
-3.172e-01,0.09,-0.29,9.6,9.2
-3.170e-01,0.11,0.57,9.8,10
-3.168e-01,0.09,-0.29,9.6,9.4
-3.166e-01,0.09,0.57,9.8,10
-3.164e-01,0.07,-0.31,9.8,9.4
-3.162e-01,0.05,0.55,9.6,10
-3.161e-01,0.09,-0.27,9.6,9.4
-3.159e-01,0.07,0.43,9.8,10.2
-3.157e-01,0.11,-0.25,9.8,9.4
-3.155e-01,0.07,0.37,9.8,10.2
-3.153e-01,0.09,-0.23,9.8,9.4
-3.151e-01,0.09,0.37,9.8,10.2
-3.149e-01,0.11,-0.23,10,9.4
-3.147e-01,0.07,0.39,9.8,10.2
-3.145e-01,0.09,-0.21,9.8,9.4
-3.143e-01,0.09,0.37,10,10.2
-3.141e-01,0.09,-0.19,9.8,9.4
-3.139e-01,0.09,0.37,9.8,10.4
-3.137e-01,0.11,-0.17,10,9.4
-3.136e-01,0.11,0.35,10,10.2
-3.134e-01,0.09,-0.17,10,9.4
-3.132e-01,0.11,0.37,10,10.2
-3.130e-01,0.11,-0.21,10,9.6
-3.128e-01,0.11,0.35,10,10.2
-3.126e-01,0.13,-0.25,9.8,9.6
-3.124e-01,0.11,0.47,9.8,10.4
-3.122e-01,0.09,-0.25,10,9.4
-3.120e-01,0.09,0.47,10,10.4
-3.118e-01,0.11,-0.25,10,9.6
-3.116e-01,0.11,0.43,9.8,10.4
-3.114e-01,0.09,-0.25,9.8,9.6
-3.113e-01,0.09,0.43,9.8,10.4
-3.111e-01,0.09,-0.23,10,9.6
-3.109e-01,0.09,0.43,10,10.4
-3.107e-01,0.11,-0.23,9.8,9.6
-3.105e-01,0.13,0.43,10,10.4
-3.103e-01,0.09,-0.19,10,9.6
-3.101e-01,0.13,0.45,10,10.4
-3.099e-01,0.07,-0.17,10,9.4
-3.097e-01,0.07,0.43,9.8,10.4
-3.095e-01,0.11,-0.13,10.2,9.4
-3.093e-01,0.09,0.47,10,10.4
-3.091e-01,0.07,-0.13,9.8,9.6
-3.089e-01,0.11,0.45,9.8,10.4
-3.088e-01,0.09,-0.11,9.8,9.6
-3.086e-01,0.09,0.43,10,10.4
-3.084e-01,0.07,-0.11,10,9.6
-3.082e-01,0.07,0.39,10,10.2
-3.080e-01,0.07,-0.11,9.8,9.6
-3.078e-01,0.05,0.37,9.8,10.2
-3.076e-01,0.07,-0.09,9.8,9.4
-3.074e-01,0.07,0.33,9.8,10.2
-3.072e-01,0.07,-0.05,10,9.4
-3.070e-01,0.11,0.23,9.8,10.4
-3.068e-01,0.07,-0.00999999,10,9.4
-3.066e-01,0.09,0.17,9.8,10.2
-3.065e-01,0.09,-0.00999999,9.6,9.4
-3.063e-01,0.07,0.15,9.8,10.2
-3.061e-01,0.07,0.01,9.6,9.4
-3.059e-01,0.09,0.15,9.8,10.2
-3.057e-01,0.09,-0.03,9.8,9.4
-3.055e-01,0.09,0.17,9.8,10.2
-3.053e-01,0.09,-0.00999999,9.8,9.4
-3.051e-01,0.09,0.17,9.8,10.2
-3.049e-01,0.07,0.01,9.8,9.4
-3.047e-01,0.07,0.15,9.8,10.2
-3.045e-01,0.09,0.03,10,9.4
-3.043e-01,0.11,0.15,9.8,10.2
-3.041e-01,0.07,-0.11,10,9.4
-3.040e-01,0.09,0.53,9.6,10.2
-3.038e-01,0.07,-0.11,9.6,9.4
-3.036e-01,0.07,0.53,9.6,10.2
-3.034e-01,0.09,-0.13,9.6,9.4
-3.032e-01,0.07,0.55,9.8,10.2
-3.030e-01,0.07,-0.13,9.8,9.4
-3.028e-01,0.07,0.57,9.8,10
-3.026e-01,0.07,-0.15,9.6,9.4
-3.024e-01,0.07,0.57,9.8,10
-3.022e-01,0.07,-0.15,9.8,9.2
-3.020e-01,0.07,0.59,9.8,10
-3.018e-01,0.07,-0.17,9.6,9.2
-3.017e-01,0.07,0.59,9.6,10
-3.015e-01,0.09,-0.17,9.8,9.2
-3.013e-01,0.07,0.59,9.6,10
-3.011e-01,0.09,-0.29,9.8,9.2
-3.009e-01,-0.03,0.53,9.6,10
-3.007e-01,0.07,-0.27,9.6,9.2
-3.005e-01,0.07,0.55,9.6,10
-3.003e-01,0.09,-0.29,9.6,9.2
-3.001e-01,0.09,0.55,9.6,10
-2.999e-01,0.07,-0.29,9.6,9.2
-2.997e-01,0.07,0.55,9.8,10
-2.995e-01,0.07,-0.27,9.6,9.4
-2.993e-01,0.09,0.53,9.8,10.2
-2.992e-01,0.09,-0.25,9.6,9.4
-2.990e-01,0.09,0.39,9.8,10.2
-2.988e-01,0.11,-0.23,9.8,9.4
-2.986e-01,0.11,0.35,9.8,10.2
-2.984e-01,0.11,-0.21,9.8,9.4
-2.982e-01,0.09,0.37,9.8,10.2
-2.980e-01,0.07,-0.21,9.8,9.4
-2.978e-01,0.11,0.39,10,10.2
-2.976e-01,0.11,-0.19,9.8,9.4
-2.974e-01,0.11,0.37,10,10.2
-2.972e-01,0.09,-0.17,10,9.4
-2.970e-01,0.09,0.33,9.8,10.2
-2.969e-01,0.11,-0.17,9.8,9.4
-2.967e-01,0.11,0.31,10,10.2
-2.965e-01,0.09,-0.17,9.8,9.4
-2.963e-01,0.09,0.33,9.8,10.4
-2.961e-01,0.09,-0.23,9.8,9.4
-2.959e-01,0.13,0.43,9.8,10.2
-2.957e-01,0.41,-0.25,9.8,9.6
-2.955e-01,0.13,0.45,9.8,10.2
-2.953e-01,0.11,-0.25,10,9.6
-2.951e-01,0.09,0.45,9.8,10.2
-2.949e-01,0.11,-0.25,9.8,9.6
-2.947e-01,0.09,0.45,9.8,10.4
-2.945e-01,0.11,-0.23,10,9.6
-2.944e-01,0.11,0.43,9.8,10.4
-2.942e-01,0.09,-0.21,10,9.6
-2.940e-01,0.11,0.45,10,10.4
-2.938e-01,0.09,-0.19,10,9.6
-2.936e-01,0.09,0.45,10,10.4
-2.934e-01,0.11,-0.15,10,9.6
-2.932e-01,0.07,0.43,10,10.4
-2.930e-01,0.13,-0.15,10,9.6
-2.928e-01,0.07,0.45,9.8,10.2
-2.926e-01,0.07,-0.13,9.8,9.6
-2.924e-01,0.09,0.47,10,10.4
-2.922e-01,0.09,-0.11,10,9.6
-2.921e-01,0.09,0.43,10,10.4
-2.919e-01,0.17,-0.11,9.8,9.6
-2.917e-01,0.09,0.41,9.8,10.4
-2.915e-01,0.07,-0.11,9.8,9.4
-2.913e-01,0.09,0.39,9.8,10.4
-2.911e-01,0.09,-0.09,9.8,9.4
-2.909e-01,0.07,0.31,10,10.2
-2.907e-01,0.09,-0.05,9.8,9.6
-2.905e-01,0.07,0.27,10,10.2
-2.903e-01,0.07,-0.00999999,9.8,9.4
-2.901e-01,0.05,0.19,9.8,10.2
-2.899e-01,0.07,-0.00999999,9.8,9.4
-2.897e-01,0.07,0.17,10,10.2
-2.896e-01,0.09,-0.00999999,9.8,9.4
-2.894e-01,0.07,0.17,10,10.2
-2.892e-01,0.09,-0.00999999,9.8,9.4
-2.890e-01,0.07,0.15,9.8,10.2
-2.888e-01,0.07,-0.03,10,9.4
-2.886e-01,0.09,0.15,10,10.2
-2.884e-01,0.11,-0.00999999,10,9.4
-2.882e-01,0.09,0.17,9.8,10.2
-2.880e-01,0.09,0.01,9.8,9.4
-2.878e-01,0.07,0.13,9.8,10.2
-2.876e-01,0.07,-0.09,9.8,9.4
-2.874e-01,0.09,0.51,9.8,10.2
-2.873e-01,0.09,-0.13,9.8,9.4
-2.871e-01,0.07,0.53,9.8,10.2
-2.869e-01,0.09,-0.11,9.8,9.4
-2.867e-01,0.07,0.55,9.6,10.2
-2.865e-01,0.09,-0.13,9.8,9.4
