225.34	1.0
223.2	0.98
224.71	0.98
223.59	1.0
223.87	0.99
223.91	0.99
225.09	0.99
224.95	0.99
226.11	0.99
225.46	0.99
227.07	0.98
225.62	0.99
226.0	0.99
224.78	0.99
225.55	0.98
225.08	1.0
223.58	0.99
226.12	0.99
225.93	0.98
227.75	0.99
222.58	0.99
224.65	0.99
225.0	0.98
224.28	0.99
221.52	0.99
224.28	0.99
224.33	0.98
226.65	0.99
223.34	0.99
224.38	0.99
223.48	0.98
225.58	0.99
225.19	1.0
222.31	0.99
223.49	0.99
226.11	0.98
226.44	0.99
223.96	0.99
224.27	0.99
224.7	0.98
224.53	0.99
225.54	0.99
226.23	0.99
222.5	0.97
224.99	0.99
223.77	0.99
226.1	0.99
224.56	0.98
226.53	0.99
225.97	1.0
225.61	0.99
224.01	0.98
225.68	0.99
222.71	0.99
223.35	0.99
224.64	0.98
224.41	0.99
224.01	0.99
224.51	0.99
223.24	0.98
224.48	0.99
224.92	0.99
222.73	0.99
224.87	0.99
224.76	0.98
227.31	0.99
224.02	0.99
224.38	0.99
222.33	0.98
223.35	0.98
225.19	0.99
223.87	0.99
224.15	0.99
225.06	0.98
226.5	1.0
224.71	0.99
224.05	0.99
223.07	0.98
225.61	0.99
224.59	0.99
224.22	0.99
224.95	0.99
225.78	0.99
224.82	1.0
223.84	0.99
225.06	0.99
222.66	0.98
227.0	0.99
224.46	0.99
224.51	0.99
226.99	0.98
225.6	0.98
226.69	0.99
223.48	0.99
224.99	0.99
225.99	0.98
224.93	0.99
225.11	0.99
225.28	0.99
222.61	0.98
227.77	0.99
225.89	0.99
