265.21	0.93
275.79	0.99
273.73	0.98
278.32	0.99
277.29	0.99
275.16	0.99
277.99	0.99
274.84	0.98
276.54	0.99
274.09	0.99
274.87	0.99
274.56	0.98
277.13	0.99
276.15	0.99
276.32	0.99
277.21	0.99
277.62	0.98
277.91	1.0
274.06	0.99
275.97	0.99
275.25	0.98
276.53	0.99
274.47	0.99
274.72	0.99
278.46	0.99
276.71	0.98
275.52	1.0
272.47	0.99
277.9	0.99
274.55	0.98
274.55	0.99
275.17	0.99
274.75	0.99
275.64	0.99
275.53	0.98
277.56	0.99
275.22	0.99
276.92	1.0
277.08	0.99
276.48	0.98
275.13	0.99
276.02	0.99
276.95	0.99
273.94	0.98
275.59	0.99
276.51	0.99
273.63	0.99
273.84	0.99
276.98	0.98
276.28	0.99
273.49	0.99
276.81	0.99
274.11	0.98
277.24	0.99
275.26	0.99
274.94	0.99
275.51	0.99
273.46	0.98
277.29	0.99
274.52	0.99
273.58	1.0
275.25	0.99
275.65	0.99
