310.75	0.91
325.19	0.99
327.7	0.99
327.49	0.99
327.11	0.99
323.58	0.99
326.17	1.0
325.82	0.99
326.29	0.99
329.72	1.0
325.25	0.99
326.22	0.99
324.56	0.99
328.81	0.99
323.62	0.99
328.92	0.99
326.66	0.98
328.93	0.99
326.06	0.99
326.98	0.99
326.49	0.99
326.09	0.99
327.52	0.99
324.66	0.99
327.23	0.99
326.13	0.99
327.92	0.99
325.22	0.99
328.98	1.0
325.62	0.99
329.48	0.99
327.36	0.99
325.96	0.99
327.13	0.99
326.52	0.98
328.21	0.99
326.37	0.99
328.51	0.99
324.63	0.99
326.77	0.99
325.61	0.99
325.53	1.0
326.73	0.99
326.92	0.99
328.7	0.99
325.59	0.99
328.51	0.99
325.24	0.98
326.98	1.0
325.81	0.99
327.35	0.99
325.8	0.99
327.16	0.98
329.58	1.0
326.6	0.99
328.46	1.0
326.7	0.98
325.96	0.99
330.21	0.99
326.69	0.99
327.63	0.99
325.8	0.98
328.03	0.99
324.6	0.99
