Model,DPO2024B
Firmware Version,1.52

Point Format,Y,,,,,
Horizontal Units,S,,,,,
Horizontal Scale,0.01,,,,,
Sample Interval,1.92012e-05,,,,,
Filter Frequency,2e+08,,,,,
Record Length,5208,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,10,,10,,10,
Vertical Units,V,,V,,V,
Vertical Offset,0,,0,,0,
Vertical Scale,1,,0.5,,0.2,
Label,,,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,CH3,CH3 Peak Detect
7.9764e-02,1.8,1.88,0.92,0.98,0.004,0.028
7.9783e-02,1.8,1.76,0.94,0.86,0.004,-0.02
7.9802e-02,1.8,1.88,0.92,1,0.004,0.028
7.9822e-02,1.8,1.72,0.9,0.84,-0.004,-0.02
7.9841e-02,1.8,1.88,0.9,0.98,0.004,0.028
7.9860e-02,1.8,1.76,0.9,0.84,0.004,-0.02
7.9879e-02,1.8,1.88,0.92,0.98,0.004,0.028
7.9898e-02,1.8,1.72,0.9,0.86,-0.004,-0.02
7.9918e-02,1.8,1.88,0.9,0.98,0.004,0.028
7.9937e-02,1.76,1.72,0.92,0.86,0.012,-0.02
7.9956e-02,1.84,1.92,0.94,1.02,0.036,0.084
7.9975e-02,1.84,1.8,0.98,0.94,0.068,0.044
7.9994e-02,1.92,2.08,1,1.08,0.092,0.116
8.0014e-02,2.04,1.96,1.02,0.96,0.116,0.076
8.0033e-02,2.12,2.2,1.04,1.12,0.116,0.148
8.0052e-02,2.16,2.08,1.08,1,0.124,0.116
8.0071e-02,2.28,2.36,1.08,1.14,0.14,0.164
8.0090e-02,2.32,2.24,1.08,1,0.156,0.124
8.0110e-02,2.36,2.48,1.08,1.14,0.148,0.18
8.0129e-02,2.44,2.36,1.08,1.02,0.156,0.14
8.0148e-02,2.52,2.64,1.1,1.18,0.172,0.204
8.0167e-02,2.6,2.52,1.12,1.04,0.18,0.164
8.0186e-02,2.64,2.76,1.14,1.2,0.188,0.212
8.0206e-02,2.68,2.64,1.1,1.06,0.204,0.172
8.0225e-02,2.76,2.88,1.14,1.2,0.204,0.228
8.0244e-02,2.84,2.8,1.14,1.06,0.212,0.196
8.0263e-02,2.88,3,1.16,1.22,0.212,0.236
8.0282e-02,3,2.84,1.18,1,0.212,0.188
8.0302e-02,3,3.08,1.16,1.28,0.212,0.244
8.0321e-02,3.04,2.92,1.14,1.06,0.22,0.196
8.0340e-02,3.08,3.16,1.16,1.22,0.228,0.26
8.0359e-02,3.12,3.08,1.16,1.1,0.228,0.22
8.0378e-02,3.16,3.28,1.16,1.24,0.236,0.268
8.0398e-02,3.24,3.12,1.2,1.08,0.244,0.22
8.0417e-02,3.24,3.32,1.16,1.24,0.236,0.276
8.0436e-02,3.28,3.2,1.16,1.1,0.252,0.228
8.0455e-02,3.32,3.4,1.18,1.26,0.26,0.284
8.0474e-02,3.32,3.28,1.2,1.08,0.26,0.228
8.0494e-02,3.36,3.4,1.16,1.24,0.244,0.284
8.0513e-02,3.36,3.28,1.16,1.08,0.252,0.228
8.0532e-02,3.36,3.4,1.16,1.24,0.252,0.284
8.0551e-02,3.36,3.32,1.16,1.1,0.252,0.236
8.0570e-02,3.36,3.44,1.14,1.22,0.26,0.284
8.0590e-02,3.4,3.32,1.18,1.08,0.268,0.236
8.0609e-02,3.36,3.44,1.16,1.24,0.26,0.284
8.0628e-02,3.4,3.32,1.14,1.1,0.26,0.244
8.0647e-02,3.4,3.44,1.18,1.22,0.268,0.3
8.0666e-02,3.44,3.32,1.16,1.06,0.276,0.244
8.0686e-02,3.44,3.44,1.14,1.22,0.268,0.292
8.0705e-02,3.4,3.16,1.14,1.06,0.268,0.236
8.0724e-02,3.36,3.44,1.14,1.2,0.268,0.3
8.0743e-02,3.36,3.28,1.16,1.08,0.284,0.26
8.0762e-02,3.36,3.44,1.18,1.24,0.292,0.308
8.0782e-02,3.36,3.32,1.16,1.1,0.292,0.268
8.0801e-02,3.36,3.44,1.16,1.22,0.284,0.316
8.0820e-02,3.36,3.32,1.16,1.1,0.284,0.268
8.0839e-02,3.36,3.44,1.14,1.24,0.292,0.324
8.0858e-02,3.4,3.32,1.18,1.08,0.3,0.284
8.0878e-02,3.4,3.48,1.16,1.24,0.308,0.324
8.0897e-02,3.4,3.36,1.16,1.1,0.292,0.284
8.0916e-02,3.44,3.48,1.16,1.24,0.3,0.332
8.0935e-02,3.44,3.36,1.14,1.1,0.316,0.292
8.0954e-02,3.44,3.52,1.18,1.24,0.316,0.348
8.0974e-02,3.44,3.36,1.2,1.1,0.324,0.3
8.0993e-02,3.48,3.52,1.2,1.24,0.324,0.348
8.1012e-02,3.44,3.36,1.18,1.1,0.332,0.3
8.1031e-02,3.48,3.52,1.16,1.22,0.316,0.348
8.1050e-02,3.44,3.4,1.16,1.1,0.324,0.308
8.1070e-02,3.44,3.52,1.16,1.26,0.324,0.364
8.1089e-02,3.48,3.4,1.18,1.1,0.332,0.316
8.1108e-02,3.44,3.52,1.18,1.24,0.34,0.364
8.1127e-02,3.52,3.32,1.2,1.12,0.356,0.324
8.1146e-02,3.48,3.56,1.2,1.26,0.348,0.388
8.1166e-02,3.52,3.44,1.18,1.16,0.372,0.348
8.1185e-02,3.52,3.56,1.2,1.26,0.372,0.388
8.1204e-02,3.52,3.24,1.18,1.1,0.372,0.324
8.1223e-02,3.4,3.56,1.18,1.24,0.364,0.38
8.1242e-02,3.36,3.24,1.18,1.08,0.356,0.332
8.1262e-02,3.32,3.4,1.16,1.26,0.348,0.372
8.1281e-02,3.28,3.24,1.18,1.1,0.356,0.332
8.1300e-02,3.32,3.36,1.18,1.22,0.356,0.388
8.1319e-02,3.32,3.24,1.18,1.14,0.372,0.34
8.1338e-02,3.32,3.36,1.18,1.24,0.356,0.396
8.1358e-02,3.32,3.24,1.16,1.14,0.38,0.356
8.1377e-02,3.32,3.36,1.2,1.24,0.38,0.404
8.1396e-02,3.28,3.24,1.2,1.12,0.38,0.34
8.1415e-02,3.32,3.36,1.18,1.24,0.372,0.404
8.1434e-02,3.32,3.24,1.16,1.1,0.356,0.332
8.1454e-02,3.32,3.36,1.16,1.22,0.356,0.38
8.1473e-02,3.32,3.24,1.14,1.08,0.348,0.34
8.1492e-02,3.32,3.36,1.16,1.22,0.364,0.396
8.1511e-02,3.32,3.24,1.16,1.12,0.372,0.356
8.1530e-02,3.32,3.36,1.16,1.22,0.372,0.412
8.1550e-02,3.32,3.24,1.16,1.12,0.404,0.364
8.1569e-02,3.32,3.36,1.2,1.24,0.396,0.42
8.1588e-02,3.32,3.24,1.18,1.1,0.404,0.356
8.1607e-02,3.32,3.36,1.16,1.22,0.404,0.42
8.1626e-02,3.32,3.24,1.14,1.08,0.372,0.348
8.1646e-02,3.32,3.36,1.14,1.18,0.364,0.396
8.1665e-02,3.32,3.24,1.1,1.04,0.372,0.348
8.1684e-02,3.32,3.36,1.12,1.18,0.372,0.396
8.1703e-02,3.32,3.24,1.14,1.1,0.372,0.356
8.1722e-02,3.32,3.36,1.12,1.2,0.38,0.412
8.1742e-02,3.32,3.24,1.16,1.1,0.388,0.372
8.1761e-02,3.32,3.36,1.16,1.2,0.396,0.42
8.1780e-02,3.32,3.24,1.16,1.1,0.404,0.364
8.1799e-02,3.32,3.36,1.14,1.2,0.396,0.42
8.1818e-02,3.32,3.24,1.14,1.06,0.388,0.348
8.1838e-02,3.32,3.36,1.1,1.16,0.372,0.404
8.1857e-02,3.32,3.24,1.1,1.04,0.372,0.348
8.1876e-02,3.32,3.36,1.1,1.16,0.364,0.396
8.1895e-02,3.32,3.24,1.1,1.04,0.372,0.348
8.1914e-02,3.32,3.36,1.12,1.18,0.38,0.412
8.1934e-02,3.32,3.24,1.12,1.06,0.38,0.372
8.1953e-02,3.32,3.36,1.1,1.18,0.396,0.42
8.1972e-02,3.32,3.24,1.12,1.08,0.404,0.372
8.1991e-02,3.32,3.36,1.12,1.18,0.396,0.42
8.2010e-02,3.36,3.24,1.12,1.04,0.396,0.348
8.2030e-02,3.32,3.36,1.1,1.16,0.372,0.412
8.2049e-02,3.28,3.24,1.06,1,0.372,0.34
8.2068e-02,3.32,3.4,1.08,1.2,0.364,0.396
8.2087e-02,3.32,3.2,1.08,0.84,0.364,0.34
8.2106e-02,3.32,3.4,1.08,1.34,0.364,0.404
8.2126e-02,3.36,3.24,1.08,1.04,0.38,0.356
8.2145e-02,3.4,3.56,1.08,1.14,0.388,0.404
8.2164e-02,3.52,3.2,1.12,0.84,0.388,0.348
8.2183e-02,3.4,3.64,1.1,1.4,0.388,0.42
8.2202e-02,3.28,3.04,1.06,0.82,0.372,0.332
8.2222e-02,3.2,3.48,1.06,1.38,0.364,0.396
8.2241e-02,3.08,2.84,1.04,0.82,0.348,0.324
8.2260e-02,3,3.28,1.06,1.38,0.34,0.38
8.2279e-02,2.96,2.64,1.04,0.8,0.348,0.316
8.2298e-02,2.88,3.04,1.04,1.34,0.356,0.388
8.2318e-02,2.76,2.6,1.02,0.98,0.356,0.332
8.2337e-02,2.72,2.84,1.06,1.08,0.356,0.38
8.2356e-02,2.64,2.48,1.02,0.8,0.356,0.324
8.2375e-02,2.6,2.92,1.04,1.34,0.356,0.388
8.2394e-02,2.56,2.36,1.04,0.8,0.356,0.308
8.2414e-02,2.52,2.8,1.04,1.34,0.348,0.38
8.2433e-02,2.48,2.2,1,0.74,0.332,0.284
8.2452e-02,2.44,2.64,0.98,1.28,0.324,0.356
8.2471e-02,2.36,2.12,0.96,0.9,0.316,0.276
8.2490e-02,2.28,2.4,0.96,1.04,0.308,0.332
8.2510e-02,2.16,2.04,0.94,0.74,0.316,0.276
8.2529e-02,2.16,2.48,0.96,1.28,0.308,0.34
8.2548e-02,2.12,1.96,0.94,0.74,0.308,0.276
8.2567e-02,2.08,2.36,0.96,1.28,0.3,0.332
8.2586e-02,2.08,1.88,0.96,0.72,0.308,0.268
8.2606e-02,2.04,2.28,0.98,1.26,0.308,0.332
8.2625e-02,2.04,1.72,0.94,0.7,0.292,0.244
8.2644e-02,1.92,2.16,0.92,1.22,0.276,0.316
8.2663e-02,1.88,1.72,0.9,0.86,0.268,0.236
8.2682e-02,1.8,1.92,0.92,0.96,0.252,0.292
8.2702e-02,1.72,1.6,0.9,0.7,0.252,0.228
8.2721e-02,1.72,2,0.9,1.2,0.276,0.292
8.2740e-02,1.68,1.52,0.92,0.68,0.26,0.228
8.2759e-02,1.64,1.92,0.9,1.22,0.26,0.292
8.2778e-02,1.64,1.44,0.9,0.68,0.268,0.228
8.2798e-02,1.64,1.84,0.92,1.2,0.276,0.292
8.2817e-02,1.56,1.36,0.88,0.64,0.268,0.196
8.2836e-02,1.56,1.76,0.9,1.16,0.244,0.276
8.2855e-02,1.48,1.36,0.86,0.8,0.236,0.196
8.2875e-02,1.48,1.56,0.86,0.92,0.22,0.244
8.2894e-02,1.4,1.24,0.86,0.62,0.212,0.18
8.2913e-02,1.36,1.64,0.86,1.14,0.228,0.252
8.2932e-02,1.36,1.16,0.86,0.64,0.212,0.196
8.2951e-02,1.32,1.56,0.84,1.16,0.212,0.252
8.2971e-02,1.28,1.12,0.84,0.62,0.212,0.188
8.2990e-02,1.28,1.52,0.84,1.16,0.212,0.26
8.3009e-02,1.28,1.12,0.86,0.76,0.212,0.18
8.3028e-02,1.24,1.32,0.86,0.92,0.212,0.236
8.3047e-02,1.12,1.08,0.78,0.6,0.18,0.164
8.3067e-02,1.2,1.48,0.82,1.14,0.196,0.228
8.3086e-02,1.16,0.96,0.8,0.58,0.18,0.148
8.3105e-02,1.12,1.4,0.82,1.12,0.188,0.212
8.3124e-02,1.08,0.92,0.82,0.58,0.196,0.156
8.3143e-02,1.12,1.32,0.84,1.12,0.188,0.22
8.3163e-02,1.04,0.92,0.82,0.58,0.18,0.156
8.3182e-02,1.04,1.32,0.82,1.12,0.196,0.212
8.3201e-02,1.08,1,0.82,0.76,0.188,0.156
8.3220e-02,1.04,1.12,0.82,0.88,0.188,0.204
8.3239e-02,0.96,0.88,0.78,0.58,0.172,0.148
8.3259e-02,1,1.28,0.78,1.12,0.172,0.204
8.3278e-02,1,0.8,0.8,0.54,0.164,0.132
8.3297e-02,1,1.2,0.8,1.1,0.164,0.188
8.3316e-02,0.92,0.76,0.78,0.58,0.148,0.132
8.3335e-02,0.92,1.16,0.78,1.1,0.164,0.196
8.3355e-02,0.88,0.72,0.8,0.56,0.156,0.124
8.3374e-02,0.92,1.12,0.76,1.08,0.156,0.196
8.3393e-02,0.88,0.8,0.8,0.74,0.156,0.124
8.3412e-02,0.88,0.96,0.8,0.84,0.164,0.18
8.3431e-02,0.88,0.72,0.78,0.56,0.156,0.116
8.3451e-02,0.84,1.12,0.78,1.1,0.148,0.18
8.3470e-02,0.8,0.64,0.76,0.56,0.14,0.1
8.3489e-02,0.8,1.04,0.74,1.08,0.132,0.164
8.3508e-02,0.76,0.64,0.76,0.56,0.132,0.1
8.3527e-02,0.76,1,0.78,1.08,0.132,0.164
8.3547e-02,0.76,0.68,0.76,0.7,0.132,0.108
8.3566e-02,0.72,0.84,0.78,0.86,0.132,0.156
8.3585e-02,0.68,0.6,0.68,0.54,0.148,0.1
8.3604e-02,0.72,0.96,0.78,1.08,0.124,0.164
8.3623e-02,0.76,0.56,0.78,0.54,0.132,0.084
8.3643e-02,0.72,0.96,0.76,1.08,0.124,0.156
8.3662e-02,0.72,0.52,0.8,0.52,0.116,0.076
8.3681e-02,0.68,0.92,0.78,1.06,0.1,0.14
8.3700e-02,0.68,0.52,0.76,0.52,0.108,0.068
8.3719e-02,0.64,0.88,0.78,1.06,0.1,0.14
8.3739e-02,0.64,0.6,0.74,0.72,0.108,0.084
8.3758e-02,0.64,0.72,0.74,0.8,0.108,0.132
8.3777e-02,0.6,0.48,0.74,0.54,0.116,0.068
8.3796e-02,0.64,0.88,0.76,1.08,0.108,0.14
8.3815e-02,0.64,0.48,0.76,0.54,0.1,0.068
8.3835e-02,0.64,0.88,0.74,1.08,0.1,0.14
8.3854e-02,0.64,0.44,0.74,0.52,0.092,0.052
8.3873e-02,0.6,0.84,0.74,1.08,0.076,0.124
8.3892e-02,0.6,0.4,0.76,0.52,0.076,0.052
8.3911e-02,0.56,0.8,0.74,1.04,0.084,0.124
8.3931e-02,0.56,0.52,0.74,0.7,0.084,0.06
8.3950e-02,0.56,0.64,0.76,0.8,0.076,0.108
8.3969e-02,0.56,0.44,0.74,0.5,0.092,0.044
8.3988e-02,0.56,0.8,0.74,1.06,0.084,0.116
8.4007e-02,0.6,0.44,0.76,0.5,0.084,0.044
8.4027e-02,0.56,0.8,0.76,1.06,0.076,0.116
8.4046e-02,0.56,0.4,0.74,0.5,0.076,0.036
8.4065e-02,0.52,0.76,0.72,1.04,0.068,0.1
8.4084e-02,0.56,0.44,0.74,0.64,0.06,0.036
8.4103e-02,0.52,0.6,0.72,0.82,0.06,0.084
8.4123e-02,0.52,0.36,0.7,0.5,0.076,0.02
8.4142e-02,0.52,0.76,0.72,1.04,0.068,0.092
8.4161e-02,0.52,0.36,0.76,0.54,0.076,0.028
8.4180e-02,0.56,0.76,0.76,1.02,0.068,0.092
8.4199e-02,0.56,0.4,0.74,0.5,0.068,0.02
8.4219e-02,0.56,0.76,0.76,1.04,0.052,0.092
8.4238e-02,0.52,0.4,0.74,0.52,0.06,0.004
8.4257e-02,0.56,0.8,0.76,1.04,0.06,0.084
8.4276e-02,0.52,0.44,0.72,0.68,0.052,0.02
8.4295e-02,0.52,0.68,0.76,0.8,0.052,0.068
8.4315e-02,0.48,0.36,0.74,0.5,0.044,0.004
8.4334e-02,0.52,0.76,0.72,1.04,0.06,0.076
8.4353e-02,0.52,0.36,0.72,0.52,0.052,0.012
8.4372e-02,0.52,0.76,0.76,1.06,0.052,0.076
8.4391e-02,0.52,0.36,0.74,0.54,0.044,0.004
8.4411e-02,0.52,0.76,0.76,1.04,0.044,0.076
8.4430e-02,0.52,0.36,0.76,0.48,0.044,-0.004
8.4449e-02,0.52,0.76,0.74,1.04,0.028,0.068
8.4468e-02,0.52,0.44,0.74,0.68,0.036,0.012
8.4487e-02,0.52,0.6,0.74,0.78,0.036,0.06
8.4507e-02,0.52,0.36,0.76,0.5,0.028,-0.004
8.4526e-02,0.52,0.76,0.74,1.02,0.028,0.068
8.4545e-02,0.52,0.36,0.74,0.5,0.036,-0.012
8.4564e-02,0.48,0.76,0.72,1.02,0.036,0.06
8.4583e-02,0.48,0.4,0.74,0.54,0.036,-0.004
8.4603e-02,0.52,0.72,0.74,0.98,0.044,0.06
8.4622e-02,0.52,0.44,0.76,0.66,0.02,-0.004
8.4641e-02,0.52,0.6,0.72,0.8,0.012,0.044
8.4660e-02,0.52,0.4,0.8,0.54,0.012,-0.02
8.4679e-02,0.48,0.72,0.72,0.96,0.012,0.052
8.4699e-02,0.48,0.32,0.74,0.52,0.012,-0.02
8.4718e-02,0.48,0.72,0.72,1,0.02,0.044
8.4737e-02,0.48,0.36,0.74,0.52,0.012,-0.02
8.4756e-02,0.52,0.76,0.74,1.04,0.02,0.052
8.4775e-02,0.48,0.36,0.76,0.52,0.012,-0.02
8.4795e-02,0.52,0.72,0.74,1.04,0.02,0.044
8.4814e-02,0.48,0.44,0.72,0.68,0.004,-0.012
8.4833e-02,0.48,0.56,0.74,0.78,0.004,0.036
8.4852e-02,0.44,0.36,0.76,0.5,0.004,-0.028
8.4871e-02,0.52,0.72,0.74,1.04,-0.004,0.036
8.4891e-02,0.52,0.36,0.76,0.5,-0.004,-0.036
8.4910e-02,0.52,0.76,0.72,1.02,-0.004,0.036
8.4929e-02,0.52,0.36,0.76,0.54,0.004,-0.036
8.4948e-02,0.52,0.72,0.72,0.96,-0.012,0.02
8.4967e-02,0.52,0.4,0.74,0.62,-0.012,-0.036
8.4987e-02,0.52,0.68,0.74,0.96,-0.004,0.02
8.5006e-02,0.56,0.44,0.74,0.68,-0.012,-0.028
8.5025e-02,0.52,0.6,0.74,0.78,0.004,0.012
8.5044e-02,0.56,0.4,0.76,0.64,-0.012,-0.036
8.5063e-02,0.52,0.68,0.76,0.92,-0.012,0.02
8.5083e-02,0.56,0.36,0.74,0.62,-0.004,-0.036
8.5102e-02,0.6,0.72,0.74,0.98,-0.012,0.012
8.5121e-02,0.56,0.36,0.74,0.62,-0.012,-0.036
8.5140e-02,0.56,0.68,0.74,0.94,-0.004,0.02
8.5159e-02,0.56,0.52,0.76,0.66,-0.004,-0.028
8.5179e-02,0.56,0.64,0.76,0.8,-0.004,0.012
8.5198e-02,0.4,0.36,0.7,0.62,-0.012,-0.036
8.5217e-02,0.6,0.76,0.74,0.92,-0.012,0.012
8.5236e-02,0.6,0.36,0.76,0.62,-0.004,-0.036
8.5255e-02,0.6,0.8,0.76,0.94,-0.004,0.02
8.5275e-02,0.6,0.44,0.76,0.64,-0.02,-0.036
8.5294e-02,0.64,0.84,0.76,0.96,0.004,0.02
8.5313e-02,0.64,0.44,0.76,0.66,-0.012,-0.036
8.5332e-02,0.64,0.84,0.78,0.94,-0.012,0.02
8.5351e-02,0.64,0.6,0.78,0.72,-0.012,-0.028
8.5371e-02,0.68,0.76,0.76,0.82,-0.012,0.012
8.5390e-02,0.76,0.48,0.78,0.66,-0.02,-0.028
8.5409e-02,0.72,0.88,0.78,0.94,-0.004,0.02
8.5428e-02,0.72,0.48,0.78,0.66,-0.012,-0.036
8.5447e-02,0.72,0.92,0.78,0.94,-0.004,0.02
8.5467e-02,0.76,0.52,0.78,0.66,-0.004,-0.044
8.5486e-02,0.76,0.96,0.78,0.96,-0.004,0.012
8.5505e-02,0.76,0.56,0.8,0.66,-0.012,-0.036
8.5524e-02,0.76,0.96,0.76,0.96,-0.012,0.012
8.5543e-02,0.76,0.72,0.8,0.74,-0.004,-0.028
8.5563e-02,0.8,0.88,0.78,0.82,-0.02,0.012
8.5582e-02,0.8,0.56,0.78,0.68,-0.02,-0.036
8.5601e-02,0.8,1.04,0.78,0.96,-0.012,0.02
8.5620e-02,0.8,0.6,0.78,0.68,-0.004,-0.036
8.5639e-02,0.88,1.04,0.8,1,-0.012,0.012
8.5659e-02,0.84,0.64,0.8,0.68,-0.012,-0.036
8.5678e-02,0.84,1.08,0.8,0.98,-0.012,0.02
8.5697e-02,0.84,0.76,0.78,0.7,-0.012,-0.028
8.5716e-02,0.88,0.96,0.78,0.88,-0.012,0.012
8.5735e-02,0.68,0.64,0.74,0.7,-0.004,-0.036
8.5755e-02,0.88,1.08,0.8,0.98,-0.004,0.02
8.5774e-02,0.88,0.68,0.8,0.68,-0.012,-0.036
8.5793e-02,0.88,1.12,0.8,0.98,-0.012,0.012
8.5812e-02,0.92,0.68,0.82,0.68,-0.004,-0.036
8.5831e-02,0.92,1.12,0.8,0.98,-0.004,0.02
8.5851e-02,0.92,0.72,0.78,0.7,-0.012,-0.036
8.5870e-02,0.96,1.12,0.8,0.98,-0.004,0.02
8.5889e-02,0.96,0.88,0.78,0.74,-0.012,-0.028
8.5908e-02,0.92,1.04,0.82,0.84,-0.012,0.012
8.5927e-02,0.96,0.68,0.76,0.7,-0.012,-0.036
8.5947e-02,0.96,1.16,0.8,0.98,-0.004,0.012
8.5966e-02,0.96,0.72,0.78,0.7,-0.012,-0.036
8.5985e-02,0.96,1.16,0.82,0.98,-0.004,0.02
8.6004e-02,1,0.76,0.82,0.7,-0.012,-0.036
8.6024e-02,1,1.2,0.8,0.98,-0.012,0.02
8.6043e-02,1,0.76,0.8,0.7,0.004,-0.036
8.6062e-02,1,1.2,0.8,1,-0.004,0.02
8.6081e-02,1,0.96,0.82,0.76,-0.012,-0.028
8.6100e-02,1.04,1.08,0.82,0.86,-0.012,0.012
8.6120e-02,1.04,0.8,0.8,0.72,-0.004,-0.036
8.6139e-02,1.04,1.24,0.8,1,-0.012,0.02
8.6158e-02,1.08,0.8,0.8,0.7,-0.004,-0.036
8.6177e-02,1.12,1.24,0.78,1,-0.012,0.02
8.6196e-02,1.08,0.84,0.8,0.72,-0.012,-0.036
8.6216e-02,1.08,1.28,0.82,1,-0.012,0.012
8.6235e-02,1.08,0.96,0.8,0.74,-0.012,-0.036
8.6254e-02,1.08,1.2,0.82,0.9,-0.02,0.02
8.6273e-02,1.08,0.84,0.8,0.72,-0.004,-0.028
8.6292e-02,1.08,1.28,0.82,1,-0.012,0.02
8.6312e-02,1.12,0.88,0.82,0.72,-0.02,-0.036
8.6331e-02,1.08,1.36,0.8,1.02,-0.004,0.012
8.6350e-02,1.12,0.88,0.82,0.72,-0.012,-0.028
8.6369e-02,1.12,1.32,0.84,1,-0.02,0.02
8.6388e-02,1.12,0.88,0.82,0.72,-0.012,-0.036
8.6408e-02,1.12,1.36,0.82,1.02,-0.012,0.02
8.6427e-02,1.16,1.08,0.82,0.78,-0.012,-0.036
8.6446e-02,1.16,1.2,0.84,0.88,-0.02,0.012
8.6465e-02,1.16,0.92,0.82,0.72,-0.004,-0.036
8.6484e-02,1.16,1.36,0.82,1.02,-0.004,0.02
8.6504e-02,1.16,0.92,0.82,0.74,-0.02,-0.036
8.6523e-02,1.2,1.36,0.82,1,0.004,0.02
8.6542e-02,1.2,0.96,0.82,0.74,-0.012,-0.036
8.6561e-02,1.2,1.4,0.84,1,-0.012,0.02
8.6580e-02,1.2,0.96,0.84,0.74,-0.004,-0.036
8.6600e-02,1.24,1.4,0.82,1.02,-0.012,0.02
8.6619e-02,1.16,1.12,0.84,0.78,-0.004,-0.028
8.6638e-02,1.2,1.28,0.84,0.9,-0.02,0.02
8.6657e-02,1.24,1,0.84,0.74,-0.004,-0.036
8.6676e-02,1.2,1.36,0.84,1.02,-0.012,0.012
8.6696e-02,1.24,1.04,0.82,0.74,-0.004,-0.036
8.6715e-02,1.28,1.36,0.78,1,-0.004,0.012
8.6734e-02,1.24,1.04,0.84,0.74,-0.012,-0.036
8.6753e-02,1.24,1.4,0.84,1.06,-0.012,0.02
8.6772e-02,1.24,1.2,0.84,0.78,-0.004,-0.028
8.6792e-02,1.28,1.36,0.84,0.9,-0.012,0.02
8.6811e-02,1.24,1.08,0.82,0.74,0.004,-0.036
8.6830e-02,1.24,1.4,0.86,1.08,-0.004,0.02
8.6849e-02,1.28,1.08,0.84,0.74,-0.02,-0.036
8.6868e-02,1.28,1.4,0.84,1.06,-0.012,0.012
8.6888e-02,1.28,1.08,0.84,0.7,0.004,-0.036
8.6907e-02,1.24,1.4,0.84,1.06,-0.004,0.02
8.6926e-02,1.28,1.12,0.86,0.72,-0.004,-0.028
8.6945e-02,1.32,1.4,0.84,1.04,-0.004,0.02
8.6964e-02,1.28,1.24,0.84,0.8,-0.012,-0.028
8.6984e-02,1.28,1.36,0.84,0.9,-0.02,0.012
8.7003e-02,1.28,1.12,0.86,0.74,-0.012,-0.036
8.7022e-02,1.32,1.4,0.82,1.02,-0.012,0.02
8.7041e-02,1.32,1.16,0.84,0.72,-0.012,-0.028
8.7060e-02,1.32,1.44,0.84,1.08,0.004,0.02
8.7080e-02,1.32,1.16,0.82,0.7,0.004,-0.028
8.7099e-02,1.32,1.44,0.84,1.04,-0.02,0.02
8.7118e-02,1.36,1.16,0.86,0.7,-0.012,-0.036
8.7137e-02,1.32,1.44,0.86,1.06,-0.004,0.02
8.7156e-02,1.36,1.24,0.84,0.78,0.004,-0.036
8.7176e-02,1.36,1.4,0.86,0.92,-0.012,0.012
8.7195e-02,1.32,1.2,0.84,0.72,-0.004,-0.028
8.7214e-02,1.36,1.44,0.84,1.02,-0.012,0.02
8.7233e-02,1.36,1.2,0.84,0.72,-0.012,-0.036
8.7252e-02,1.36,1.44,0.9,1.04,-0.012,0.02
8.7272e-02,1.36,1.2,0.84,0.7,-0.012,-0.028
8.7291e-02,1.36,1.48,0.86,1.04,-0.02,0.02
8.7310e-02,1.36,1.32,0.84,0.8,-0.012,-0.036
8.7329e-02,1.4,1.44,0.86,0.9,-0.012,0.012
8.7348e-02,1.36,1.2,0.86,0.7,-0.012,-0.036
8.7368e-02,1.36,1.48,0.86,1.06,-0.012,0.02
8.7387e-02,1.36,1.2,0.86,0.74,-0.004,-0.036
8.7406e-02,1.4,1.48,0.86,1.06,-0.004,0.02
8.7425e-02,1.4,1.24,0.86,0.72,-0.012,-0.028
8.7444e-02,1.4,1.48,0.88,1.04,-0.02,0.02
8.7464e-02,1.36,1.24,0.82,0.72,-0.012,-0.036
8.7483e-02,1.4,1.48,0.86,1.04,-0.004,0.02
8.7502e-02,1.4,1.32,0.84,0.8,-0.012,-0.028
8.7521e-02,1.4,1.44,0.88,0.92,-0.012,0.02
8.7540e-02,1.4,1.24,0.86,0.72,-0.012,-0.036
8.7560e-02,1.4,1.52,0.86,1.02,-0.004,0.02
8.7579e-02,1.4,1.24,0.86,0.72,-0.004,-0.036
8.7598e-02,1.4,1.52,0.86,1.06,-0.012,0.02
8.7617e-02,1.4,1.24,0.86,0.72,-0.012,-0.036
8.7636e-02,1.36,1.52,0.84,1.04,-0.012,0.02
8.7656e-02,1.4,1.36,0.88,0.8,-0.012,-0.028
8.7675e-02,1.44,1.48,0.86,0.92,-0.012,0.012
8.7694e-02,1.44,1.28,0.9,0.72,-0.02,-0.036
8.7713e-02,1.4,1.52,0.86,1.04,-0.012,0.02
8.7732e-02,1.44,1.24,0.86,0.72,-0.02,-0.028
8.7752e-02,1.44,1.52,0.86,1.04,-0.02,0.02
8.7771e-02,1.44,1.28,0.84,0.72,-0.012,-0.036
8.7790e-02,1.4,1.52,0.86,1.06,-0.012,0.012
8.7809e-02,1.44,1.28,0.84,0.72,-0.012,-0.036
8.7828e-02,1.44,1.52,0.82,1.06,-0.012,0.02
8.7848e-02,1.44,1.36,0.86,0.8,-0.012,-0.036
8.7867e-02,1.44,1.52,0.86,0.92,-0.012,0.02
