355.59	0.95
378.38	1.01
378.07	0.99
380.35	1.0
378.48	0.99
376.91	1.0
379.09	0.99
376.28	0.98
378.4	1.01
376.49	0.99
378.36	1.01
376.77	0.99
378.11	0.99
379.04	0.99
376.21	0.99
379.73	1.0
377.61	0.98
378.71	1.01
376.66	0.99
379.24	1.0
381.74	0.99
376.84	0.99
380.24	1.0
377.17	0.99
378.44	1.01
379.1	0.98
378.14	1.0
377.77	0.99
376.39	0.99
378.17	0.99
376.21	0.98
380.42	1.0
374.9	0.99
378.46	1.01
376.97	0.99
378.99	0.99
379.49	0.99
377.45	0.99
378.34	1.0
374.6	0.98
378.18	1.01
378.0	0.99
378.03	1.0
379.14	0.99
377.75	0.99
381.41	1.0
376.91	0.99
377.81	1.01
379.7	0.99
380.4	1.0
379.03	0.99
379.24	0.99
378.95	0.99
377.76	0.98
379.91	1.0
376.04	0.99
377.13	1.01
378.74	0.99
376.88	0.99
379.06	0.99
376.33	0.99
379.7	1.01
378.26	0.99
378.25	0.99
378.99	0.99
377.42	0.99
375.52	1.01
377.33	0.99
378.18	1.0
378.73	0.99
377.14	0.99
379.24	1.0
377.71	0.98
378.36	1.0
378.13	0.99
377.26	1.0
379.7	0.99
378.1	0.98
379.17	1.0
378.11	0.99
378.34	1.01
379.13	0.99
379.05	0.99
379.41	1.0
375.46	0.98
380.06	1.01
376.9	0.98
378.72	1.0
379.91	0.99
379.53	0.99
379.05	0.99
376.67	0.98
378.03	1.0
377.76	0.99
