35.06	0.71
36.34	0.65
36.44	0.72
37.93	0.67
36.57	0.7
37.92	0.66
37.6	0.71
36.54	0.72
36.63	0.71
36.42	0.69
38.77	0.72
36.44	0.68
36.67	0.68
35.73	0.67
38.21	0.69
36.66	0.7
38.35	0.72
37.69	0.69
38.55	0.73
35.12	0.66
38.96	0.7
37.88	0.69
37.81	0.69
37.08	0.67
36.62	0.69
37.23	0.71
37.84	0.69
35.8	0.7
36.4	0.7
34.16	0.64
36.71	0.68
37.09	0.71
36.16	0.7
36.09	0.67
36.43	0.67
38.93	0.72
36.5	0.69
37.43	0.72
37.63	0.69
36.82	0.69
37.32	0.7
37.0	0.69
38.06	0.71
36.93	0.67
37.39	0.7
39.76	0.74
37.02	0.69
37.29	0.69
37.43	0.7
37.59	0.71
36.16	0.7
38.03	0.71
35.52	0.68
38.34	0.71
37.29	0.71
36.89	0.7
37.47	0.69
40.61	0.72
37.77	0.7
36.24	0.67
36.03	0.68
39.28	0.73
36.47	0.71
38.27	0.7
38.93	0.69
36.17	0.71
36.74	0.7
37.94	0.7
37.97	0.72
37.36	0.69
37.06	0.7
37.94	0.7
37.02	0.7
37.31	0.71
36.42	0.69
37.97	0.71
35.6	0.67
37.52	0.69
37.9	0.7
37.7	0.7
37.0	0.71
36.6	0.69
36.06	0.7
