97.13	0.74
97.42	0.93
97.84	0.95
98.19	0.94
100.29	0.95
97.13	0.95
98.53	0.95
99.31	0.94
96.6	0.93
96.96	0.94
98.04	0.94
97.13	0.94
97.5	0.94
98.55	0.95
97.37	0.96
97.93	0.95
97.04	0.94
96.68	0.93
100.3	0.96
97.45	0.95
98.24	0.94
98.51	0.93
97.43	0.95
98.75	0.95
100.58	0.96
98.58	0.93
99.05	0.95
97.52	0.95
96.39	0.93
96.7	0.94
97.11	0.93
98.03	0.95
97.86	0.95
98.95	0.94
98.44	0.95
99.73	0.94
99.03	0.95
97.73	0.94
95.68	0.93
97.57	0.95
98.6	0.92
98.8	0.94
97.15	0.95
98.42	0.95
97.88	0.94
99.5	0.94
96.69	0.95
97.54	0.95
96.22	0.94
100.76	0.94
97.05	0.95
96.23	0.93
99.33	0.95
96.27	0.93
98.29	0.94
96.52	0.94
98.3	0.95
98.98	0.92
97.62	0.94
97.0	0.94
97.13	0.92
97.28	0.94
101.55	0.94
97.58	0.96
98.97	0.94
99.11	0.93
97.54	0.94
98.04	0.95
97.77	0.94
96.13	0.94
100.29	0.94
99.02	0.94
97.84	0.95
97.32	0.94
98.83	0.93
98.5	0.94
97.91	0.94
97.28	0.94
95.97	0.93
98.68	0.95
98.58	0.94
99.39	0.95
97.74	0.94
98.47	0.95
99.05	0.95
99.27	0.96
99.36	0.93
98.39	0.93
99.64	0.95
98.78	0.94
96.32	0.93
95.32	0.92
99.23	0.95
98.58	0.95
97.43	0.95
98.3	0.94
98.31	0.94
98.7	0.95
98.23	0.95
99.44	0.93
