614.45	0.95
616.66	0.97
616.13	0.98
614.57	0.98
616.25	0.97
613.0	0.95
617.7	0.96
619.5	0.98
611.73	0.98
617.53	0.97
616.71	0.96
616.37	0.96
618.05	0.97
612.48	0.98
615.67	0.97
617.29	0.96
615.21	0.95
617.64	0.97
616.83	0.98
614.05	0.98
615.55	0.97
613.52	0.96
617.64	0.96
617.87	0.98
613.18	0.98
614.92	0.97
616.02	0.96
614.86	0.96
617.47	0.97
617.29	0.98
616.31	0.98
617.99	0.97
616.48	0.96
619.09	0.97
617.18	0.98
613.81	0.98
618.16	0.97
612.94	0.96
617.53	0.96
618.05	0.98
614.05	0.98
615.38	0.97
617.29	0.97
615.9	0.96
620.25	0.97
618.63	0.98
616.6	0.98
616.48	0.97
614.45	0.96
