80.33	0.15
27.09	0.15
29.29	0.16
27.9	0.15
30.16	0.16
29.64	0.16
30.39	0.17
29.93	0.16
30.33	0.16
29.64	0.16
29.0	0.16
27.38	0.15
26.62	0.14
28.13	0.15
31.15	0.17
26.74	0.15
28.54	0.16
29.06	0.16
29.75	0.16
30.91	0.17
28.42	0.16
27.38	0.15
28.65	0.15
28.71	0.16
27.9	0.15
27.67	0.15
24.65	0.14
30.39	0.16
33.93	0.19
29.81	0.16
27.72	0.15
27.61	0.15
29.99	0.16
29.75	0.16
28.19	0.15
26.45	0.15
28.36	0.15
27.96	0.15
30.28	0.17
27.67	0.15
27.84	0.16
25.4	0.14
27.2	0.15
29.23	0.16
31.32	0.17
27.49	0.15
26.85	0.15
29.93	0.17
28.3	0.15
29.06	0.16
28.94	0.16
27.09	0.15
31.61	0.17
30.45	0.17
27.55	0.15
27.67	0.15
