563.35	0.95
561.09	0.95
565.96	0.96
564.63	0.97
563.76	0.97
562.25	0.96
562.02	0.95
563.47	0.96
562.43	0.97
563.64	0.97
561.96	0.96
561.03	0.95
565.09	0.96
566.02	0.97
560.8	0.97
564.92	0.96
563.93	0.95
564.92	0.96
567.7	0.97
561.9	0.97
564.28	0.96
559.82	0.95
564.11	0.95
565.33	0.97
561.44	0.97
565.38	0.96
563.12	0.95
564.75	0.95
565.38	0.97
561.38	0.97
565.5	0.96
561.03	0.95
566.95	0.95
566.72	0.97
561.96	0.97
564.86	0.96
560.98	0.95
566.72	0.95
565.56	0.97
560.16	0.97
564.17	0.96
562.43	0.95
564.11	0.96
565.56	0.97
564.75	0.97
565.5	0.96
560.34	0.94
567.94	0.96
563.53	0.97
563.41	0.97
