304.27	0.87
304.79	0.89
300.21	0.9
304.85	0.9
302.76	0.86
304.91	0.88
307.23	0.9
303.51	0.9
304.62	0.89
302.88	0.86
304.27	0.88
304.73	0.9
303.8	0.9
304.91	0.9
303.92	0.86
304.5	0.88
305.14	0.9
301.66	0.9
304.33	0.89
304.73	0.87
304.85	0.88
305.31	0.9
302.64	0.9
302.41	0.89
303.11	0.87
306.88	0.88
306.12	0.9
302.18	0.9
305.66	0.88
302.47	0.87
307.52	0.89
306.3	0.89
302.93	0.9
304.5	0.88
304.38	0.88
306.99	0.89
304.21	0.9
305.2	0.9
304.56	0.89
303.34	0.87
305.08	0.89
304.04	0.9
303.46	0.9
303.05	0.88
303.17	0.87
306.7	0.89
304.56	0.9
305.6	0.9
304.38	0.88
304.5	0.88
306.12	0.89
303.4	0.9
304.04	0.9
303.63	0.89
303.4	0.87
305.83	0.89
307.52	0.9
303.75	0.9
303.92	0.89
303.05	0.86
307.17	0.88
305.78	0.9
303.46	0.9
305.43	0.9
303.51	0.86
304.79	0.88
305.14	0.89
302.93	0.91
303.75	0.89
302.41	0.87
304.33	0.87
306.01	0.9
302.24	0.91
303.75	0.89
304.62	0.86
306.18	0.88
306.82	0.9
305.72	0.91
303.34	0.89
304.04	0.86
307.92	0.89
304.73	0.9
303.8	0.9
305.66	0.89
