x-axis,1
second,Ampere
-250.0000E-03,+225.1256E-03
-249.9900E-03,+176.8844E-03
-249.9800E-03,+176.8844E-03
-249.9700E-03,+208.0402E-03
-249.9600E-03,+176.8844E-03
-249.9500E-03,+224.1206E-03
-249.9400E-03,+191.9598E-03
-249.9300E-03,+159.7990E-03
-249.9200E-03,+128.6432E-03
-249.9100E-03,+160.8040E-03
-249.9000E-03,+208.0402E-03
-249.8900E-03,+112.5628E-03
-249.8800E-03,+191.9598E-03
-249.8700E-03,+176.8844E-03
-249.8600E-03,+224.1206E-03
-249.8500E-03,+160.8040E-03
-249.8400E-03,+208.0402E-03
-249.8300E-03,+144.7236E-03
-249.8200E-03,+191.9598E-03
-249.8100E-03,+175.8794E-03
-249.8000E-03,+160.8040E-03
-249.7900E-03,+175.8794E-03
-249.7800E-03,+159.7990E-03
-249.7700E-03,+144.7236E-03
-249.7600E-03,+143.7186E-03
-249.7500E-03,+128.6432E-03
-249.7400E-03,+144.7236E-03
-249.7300E-03,+144.7236E-03
-249.7200E-03,+144.7236E-03
-249.7100E-03,+143.7186E-03
-249.7000E-03,+96.4824E-03
-249.6900E-03,+112.5628E-03
-249.6800E-03,+175.8794E-03
-249.6700E-03,+96.4824E-03
-249.6600E-03,+112.5628E-03
-249.6500E-03,+128.6432E-03
-249.6400E-03,+128.6432E-03
-249.6300E-03,+128.6432E-03
-249.6200E-03,+128.6432E-03
-249.6100E-03,+175.8794E-03
-249.6000E-03,+143.7186E-03
-249.5900E-03,+112.5628E-03
-249.5800E-03,+112.5628E-03
-249.5700E-03,+143.7186E-03
-249.5600E-03,+128.6432E-03
-249.5500E-03,+128.6432E-03
-249.5400E-03,+175.8794E-03
-249.5300E-03,+96.4824E-03
-249.5200E-03,+112.5628E-03
-249.5100E-03,+112.5628E-03
-249.5000E-03,+112.5628E-03
-249.4900E-03,+112.5628E-03
-249.4800E-03,+128.6432E-03
-249.4700E-03,+159.7990E-03
-249.4600E-03,+64.3216E-03
-249.4500E-03,+143.7186E-03
-249.4400E-03,+127.6382E-03
-249.4300E-03,+112.5628E-03
-249.4200E-03,+111.5578E-03
-249.4100E-03,+80.4020E-03
-249.4000E-03,+144.7236E-03
-249.3900E-03,+143.7186E-03
-249.3800E-03,+96.4824E-03
-249.3700E-03,+96.4824E-03
-249.3600E-03,+96.4824E-03
-249.3500E-03,+96.4824E-03
-249.3400E-03,+143.7186E-03
-249.3300E-03,+96.4824E-03
-249.3200E-03,+112.5628E-03
-249.3100E-03,+112.5628E-03
-249.3000E-03,+127.6382E-03
-249.2900E-03,+96.4824E-03
-249.2800E-03,+111.5578E-03
-249.2700E-03,+96.4824E-03
-249.2600E-03,+96.4824E-03
-249.2500E-03,+111.5578E-03
-249.2400E-03,+96.4824E-03
-249.2300E-03,+96.4824E-03
-249.2200E-03,+127.6382E-03
-249.2100E-03,+80.4020E-03
-249.2000E-03,+80.4020E-03
-249.1900E-03,+79.3970E-03
-249.1800E-03,+64.3216E-03
-249.1700E-03,+80.4020E-03
-249.1600E-03,+80.4020E-03
-249.1500E-03,+80.4020E-03
-249.1400E-03,+95.4774E-03
-249.1300E-03,+32.1608E-03
-249.1200E-03,+64.3216E-03
-249.1100E-03,+80.4020E-03
-249.1000E-03,+143.7186E-03
-249.0900E-03,+96.4824E-03
-249.0800E-03,+95.4774E-03
-249.0700E-03,+80.4020E-03
-249.0600E-03,+79.3970E-03
-249.0500E-03,+16.0804E-03
-249.0400E-03,+32.1608E-03
