# Count	Voltage	Current
292	44.4	0.5096666666666667
293	25.8	0.4633333333333334
294	-1.2	0.41700000000000004
295	-33.6	0.32433333333333336
296	-58.199999999999996	0.278
297	-84.6	0.18533333333333335
298	-112.8	0.18533333333333335
299	-134.4	0.18533333333333335
300	-157.2	0.139
301	-171	0.09266666666666667
302	-171	0.09266666666666667
303	-173.4	0.09266666666666667
304	-176.4	0.09266666666666667
305	-174.6	0.04633333333333334
306	-176.4	0
307	-175.79999999999998	-0.04633333333333334
308	-172.2	-0.04633333333333334
309	-126	-0.09266666666666667
310	-117	-0.09266666666666667
311	-82.8	-0.09266666666666667
312	-55.8	-0.04633333333333334
313	-42	0
314	-16.2	0.09266666666666667
315	13.799999999999999	0.18533333333333335
316	42	0.2316666666666667
317	58.199999999999996	0.32433333333333336
318	91.2	0.32433333333333336
319	115.8	0.3706666666666667
320	133.79999999999998	0.41700000000000004
321	156	0.4633333333333334
322	169.79999999999998	0.4633333333333334
323	169.2	0.41700000000000004
324	172.79999999999998	0.3706666666666667
325	175.2	0.32433333333333336
326	174	0.3706666666666667
327	174	0.3706666666666667
328	174.6	0.4633333333333334
329	170.4	0.556
330	124.19999999999999	0.6023333333333334
331	115.19999999999999	0.6023333333333334
332	82.2	0.556
333	58.8	0.5096666666666667
334	45	0.41700000000000004
335	25.2	0.32433333333333336
336	-1.2	0.278
337	-33.6	0.278
338	-58.199999999999996	0.278
339	-84	0.2316666666666667
340	-113.39999999999999	0.18533333333333335
341	-135	0.139
342	-156.6	0.09266666666666667
343	-171.6	0.04633333333333334
344	-170.4	0.04633333333333334
345	-174.6	0
346	-176.4	-0.04633333333333334
347	-175.2	-0.09266666666666667
348	-175.79999999999998	-0.139
349	-175.2	-0.18533333333333335
350	-171.6	-0.278
351	-126	-0.32433333333333336
352	-115.8	-0.32433333333333336
353	-83.39999999999999	-0.3706666666666667
354	-55.8	-0.3706666666666667
355	-42	-0.3706666666666667
356	-15.6	-0.3706666666666667
357	13.2	-0.32433333333333336
358	42	-0.278
359	58.199999999999996	-0.2316666666666667
360	91.2	-0.2316666666666667
361	115.8	-0.2316666666666667
362	133.79999999999998	-0.18533333333333335
363	156	-0.139
364	169.79999999999998	-0.09266666666666667
365	169.2	-0.09266666666666667
366	172.2	-0.04633333333333334
367	175.2	0.04633333333333334
368	173.4	0.09266666666666667
369	174	0.09266666666666667
370	174.6	0.04633333333333334
371	169.79999999999998	0.04633333333333334
372	124.19999999999999	0.04633333333333334
373	115.19999999999999	0.04633333333333334
374	82.2	0.09266666666666667
375	58.8	0.09266666666666667
376	45	0.139
377	25.2	0.139
378	-1.2	0.09266666666666667
379	-33.6	0
380	-58.199999999999996	-0.09266666666666667
381	-85.2	-0.18533333333333335
382	-112.2	-0.2316666666666667
383	-133.79999999999998	-0.2316666666666667
384	-157.79999999999998	-0.278
385	-171	-0.32433333333333336
386	-171	-0.3706666666666667
387	-174	-0.32433333333333336
388	-177	-0.32433333333333336
389	-174.6	-0.32433333333333336
390	-175.2	-0.41700000000000004
391	-175.79999999999998	-0.4633333333333334
392	-171.6	-0.5096666666666667
393	-126	-0.5096666666666667
394	-116.39999999999999	-0.5096666666666667
395	-82.8	-0.4633333333333334
396	-55.199999999999996	-0.41700000000000004
397	-42.6	-0.3706666666666667
398	-15.6	-0.32433333333333336
399	13.2	-0.278
400	42.6	-0.278
401	57	-0.2316666666666667
402	91.8	-0.2316666666666667
403	115.19999999999999	-0.18533333333333335
404	134.4	-0.139
405	156	-0.139
406	168.6	-0.139
407	169.2	-0.09266666666666667
408	172.2	-0.09266666666666667
409	175.2	-0.09266666666666667
410	172.79999999999998	-0.04633333333333334
411	174	0
412	174	0.09266666666666667
413	169.79999999999998	0.139
414	123.6	0.18533333333333335
415	115.19999999999999	0.2316666666666667
416	81.6	0.18533333333333335
417	60	0.18533333333333335
418	44.4	0.139
419	25.2	0.139
420	-1.2	0.09266666666666667
421	-33.6	0.09266666666666667
422	-58.199999999999996	-0.04633333333333334
423	-85.2	-0.139
424	-111.6	-0.18533333333333335
425	-134.4	-0.2316666666666667
426	-157.2	-0.2316666666666667
427	-171	-0.18533333333333335
428	-171	-0.18533333333333335
429	-174	-0.18533333333333335
430	-176.4	-0.2316666666666667
431	-174.6	-0.32433333333333336
432	-175.79999999999998	-0.4633333333333334
433	-175.79999999999998	-0.556
434	-172.2	-0.6023333333333334
435	-125.39999999999999	-0.6486666666666667
436	-117.6	-0.6486666666666667
437	-82.2	-0.556
438	-55.8	-0.5096666666666667
439	-42.6	-0.4633333333333334
440	-15.6	-0.4633333333333334
441	13.2	-0.4633333333333334
442	42	-0.41700000000000004
443	57.599999999999994	-0.32433333333333336
444	91.8	-0.278
445	115.19999999999999	-0.2316666666666667
446	133.79999999999998	-0.18533333333333335
447	156	-0.139
448	169.79999999999998	-0.139
449	169.2	-0.09266666666666667
450	172.79999999999998	-0.09266666666666667
451	175.2	-0.09266666666666667
452	173.4	-0.09266666666666667
453	174.6	-0.09266666666666667
454	174.6	-0.04633333333333334
455	170.4	0
456	124.19999999999999	0.04633333333333334
457	115.19999999999999	0.04633333333333334
458	81.6	0
459	59.4	-0.04633333333333334
460	44.4	-0.139
461	25.2	-0.18533333333333335
462	-1.2	-0.18533333333333335
463	-33.6	-0.2316666666666667
464	-58.199999999999996	-0.32433333333333336
465	-84.6	-0.41700000000000004
466	-112.2	-0.5096666666666667
467	-135	-0.556
468	-156.6	-0.556
469	-171.6	-0.5096666666666667
470	-170.4	-0.5096666666666667
471	-174.6	-0.556
472	-176.4	-0.556
473	-174.6	-0.556
474	-175.79999999999998	-0.556
475	-175.2	-0.6023333333333334
476	-171.6	-0.6950000000000001
477	-125.39999999999999	-0.7876666666666667
478	-117	-0.7876666666666667
479	-82.8	-0.7413333333333334
480	-55.199999999999996	-0.6950000000000001
481	-42	-0.6486666666666667
482	-15.6	-0.556
483	13.799999999999999	-0.4633333333333334
484	42	-0.41700000000000004
485	58.199999999999996	-0.32433333333333336
486	91.2	-0.32433333333333336
487	115.19999999999999	-0.278
488	133.79999999999998	-0.2316666666666667
489	156	-0.18533333333333335
490	169.2	-0.18533333333333335
491	169.2	-0.18533333333333335
492	172.79999999999998	-0.139
493	174.6	-0.09266666666666667
494	173.4	-0.04633333333333334
495	174	0
496	174.6	0.04633333333333334
497	170.4	0.09266666666666667
498	124.19999999999999	0.139
499	115.19999999999999	0.18533333333333335
500	82.2	0.2316666666666667
501	58.8	0.2316666666666667
502	45	0.2316666666666667
503	25.2	0.139
504	-1.2	0.04633333333333334
505	-33.6	0
506	-58.8	-0.09266666666666667
507	-84.6	-0.18533333333333335
508	-112.8	-0.278
509	-135	-0.32433333333333336
510	-157.2	-0.3706666666666667
511	-171	-0.4633333333333334
512	-171	-0.5096666666666667
513	-174	-0.5096666666666667
514	-175.79999999999998	-0.4633333333333334
515	-175.2	-0.41700000000000004
516	-175.2	-0.41700000000000004
517	-175.79999999999998	-0.4633333333333334
518	-171.6	-0.4633333333333334
519	-126	-0.3706666666666667
520	-116.39999999999999	-0.32433333333333336
521	-83.39999999999999	-0.2316666666666667
522	-55.199999999999996	-0.18533333333333335
523	-42.6	-0.139
524	-15	-0.09266666666666667
525	12.6	-0.04633333333333334
526	43.199999999999996	0
527	58.199999999999996	0
528	90.6	0.04633333333333334
529	115.8	0.09266666666666667
530	133.2	0.139
531	156.6	0.18533333333333335
532	169.79999999999998	0.2316666666666667
533	169.79999999999998	0.18533333333333335
534	172.2	0.18533333333333335
535	174.6	0.18533333333333335
536	174	0.18533333333333335
537	174.6	0.18533333333333335
538	174.6	0.2316666666666667
539	169.79999999999998	0.278
540	124.8	0.32433333333333336
541	114.6	0.3706666666666667
542	82.2	0.41700000000000004
543	58.8	0.41700000000000004
544	45	0.3706666666666667
545	25.2	0.32433333333333336
546	-1.7999999999999998	0.32433333333333336
547	-33.6	0.32433333333333336
548	-58.199999999999996	0.2316666666666667
549	-84.6	0.18533333333333335
550	-113.39999999999999	0.18533333333333335
551	-135	0.18533333333333335
552	-156.6	0.139
553	-170.4	0.09266666666666667
554	-171	0.09266666666666667
555	-174.6	0.09266666666666667
556	-176.4	0.04633333333333334
557	-174.6	0
558	-175.79999999999998	-0.09266666666666667
559	-175.79999999999998	-0.139
560	-171.6	-0.18533333333333335
561	-125.39999999999999	-0.18533333333333335
562	-117	-0.18533333333333335
563	-83.39999999999999	-0.18533333333333335
564	-55.199999999999996	-0.18533333333333335
565	-42.6	-0.18533333333333335
566	-15.6	-0.2316666666666667
567	13.799999999999999	-0.18533333333333335
568	42	-0.18533333333333335
569	58.199999999999996	-0.139
570	91.2	-0.09266666666666667
571	115.8	-0.04633333333333334
572	133.79999999999998	-0.04633333333333334
573	156	-0.04633333333333334
574	169.2	-0.09266666666666667
575	169.2	-0.09266666666666667
576	172.2	-0.09266666666666667
577	174.6	-0.09266666666666667
578	173.4	-0.09266666666666667
579	174	-0.09266666666666667
580	174.6	-0.09266666666666667
581	169.79999999999998	-0.09266666666666667
582	124.19999999999999	-0.04633333333333334
583	115.19999999999999	-0.04633333333333334
584	81.6	-0.04633333333333334
585	59.4	-0.09266666666666667
586	44.4	-0.09266666666666667
587	25.2	-0.09266666666666667
588	-1.2	-0.139
589	-33.6	-0.18533333333333335
590	-57.599999999999994	-0.18533333333333335
591	-86.39999999999999	-0.18533333333333335
592	-112.2	-0.18533333333333335
593	-135	-0.18533333333333335
594	-157.79999999999998	-0.18533333333333335
595	-171	-0.2316666666666667
596	-170.4	-0.2316666666666667
597	-174	-0.2316666666666667
598	-175.79999999999998	-0.278
599	-175.2	-0.32433333333333336
600	-175.2	-0.41700000000000004
601	-176.4	-0.4633333333333334
602	-171	-0.4633333333333334
603	-126	-0.5096666666666667
604	-116.39999999999999	-0.4633333333333334
605	-82.8	-0.4633333333333334
606	-55.8	-0.41700000000000004
607	-42	-0.3706666666666667
608	-15.6	-0.32433333333333336
609	14.399999999999999	-0.32433333333333336
610	42	-0.32433333333333336
611	58.199999999999996	-0.3706666666666667
612	91.8	-0.3706666666666667
613	115.19999999999999	-0.2316666666666667
614	133.79999999999998	-0.09266666666666667
615	156.6	-0.09266666666666667
616	170.4	-0.18533333333333335
617	169.2	-0.18533333333333335
618	172.2	-0.2316666666666667
619	175.2	-0.2316666666666667
620	173.4	-0.2316666666666667
621	174	-0.139
622	174.6	-0.09266666666666667
623	170.4	-0.04633333333333334
624	124.19999999999999	0.04633333333333334
625	115.8	0.09266666666666667
626	81.6	0.139
627	59.4	0.139
628	45	0.09266666666666667
629	24.599999999999998	0.04633333333333334
630	-1.2	0.09266666666666667
631	-33.6	0.09266666666666667
632	-58.199999999999996	0.09266666666666667
633	-85.2	0.09266666666666667
634	-111.6	0.04633333333333334
635	-134.4	0.04633333333333334
636	-157.2	0.04633333333333334
637	-171	0.04633333333333334
638	-170.4	0
639	-174	-0.04633333333333334
640	-177	-0.09266666666666667
641	-175.2	-0.09266666666666667
642	-175.2	-0.18533333333333335
643	-176.4	-0.278
644	-171	-0.278
645	-125.39999999999999	-0.32433333333333336
646	-117	-0.32433333333333336
647	-82.8	-0.32433333333333336
648	-55.199999999999996	-0.278
649	-42.6	-0.2316666666666667
650	-15.6	-0.18533333333333335
651	13.799999999999999	-0.139
652	42	-0.04633333333333334
653	57.599999999999994	0.09266666666666667
654	91.8	0.18533333333333335
655	115.8	0.2316666666666667
656	133.2	0.278
657	156	0.3706666666666667
658	169.79999999999998	0.41700000000000004
659	169.2	0.41700000000000004
660	172.2	0.41700000000000004
661	175.2	0.4633333333333334
662	173.4	0.5096666666666667
663	174	0.5096666666666667
664	174.6	0.5096666666666667
665	169.79999999999998	0.556
666	124.19999999999999	0.6023333333333334
667	115.19999999999999	0.6486666666666667
668	81.6	0.6486666666666667
669	58.8	0.6023333333333334
670	45	0.5096666666666667
671	25.2	0.4633333333333334
672	-1.2	0.41700000000000004
673	-33.6	0.41700000000000004
674	-57.599999999999994	0.3706666666666667
675	-85.2	0.32433333333333336
676	-112.2	0.278
677	-134.4	0.18533333333333335
678	-157.79999999999998	0.09266666666666667
679	-171	0.04633333333333334
680	-170.4	0
681	-174	0
682	-176.4	0
683	-175.2	0
684	-175.79999999999998	-0.04633333333333334
685	-176.4	-0.04633333333333334
686	-171	-0.09266666666666667
687	-125.39999999999999	-0.09266666666666667
688	-117	-0.09266666666666667
689	-82.2	-0.09266666666666667
690	-55.8	-0.04633333333333334
691	-42.6	-0.04633333333333334
692	-15.6	0
693	13.2	0.04633333333333334
694	42	0.04633333333333334
695	58.199999999999996	0.139
696	91.2	0.18533333333333335
697	115.8	0.2316666666666667
698	133.79999999999998	0.278
699	156	0.2316666666666667
700	169.2	0.18533333333333335
701	168.6	0.18533333333333335
702	172.2	0.18533333333333335
703	174.6	0.2316666666666667
704	173.4	0.32433333333333336
705	174.6	0.3706666666666667
706	174.6	0.41700000000000004
707	169.79999999999998	0.41700000000000004
708	124.19999999999999	0.41700000000000004
709	115.19999999999999	0.3706666666666667
710	81.6	0.3706666666666667
711	58.8	0.32433333333333336
712	45	0.278
713	25.2	0.278
714	-1.2	0.32433333333333336
715	-33.6	0.278
716	-58.199999999999996	0.278
717	-85.2	0.18533333333333335
718	-112.8	0.09266666666666667
719	-133.79999999999998	0
720	-157.79999999999998	-0.04633333333333334
721	-170.4	-0.09266666666666667
722	-170.4	-0.139
723	-174	-0.18533333333333335
724	-177	-0.2316666666666667
725	-174.6	-0.2316666666666667
726	-176.4	-0.278
727	-175.79999999999998	-0.41700000000000004
728	-171.6	-0.4633333333333334
729	-125.39999999999999	-0.5096666666666667
730	-117.6	-0.5096666666666667
731	-82.2	-0.5096666666666667
732	-55.199999999999996	-0.4633333333333334
733	-42.6	-0.4633333333333334
734	-15.6	-0.41700000000000004
735	13.799999999999999	-0.41700000000000004
736	42	-0.41700000000000004
737	58.199999999999996	-0.3706666666666667
738	91.2	-0.32433333333333336
739	115.8	-0.278
740	133.79999999999998	-0.2316666666666667
741	156.6	-0.2316666666666667
742	169.79999999999998	-0.18533333333333335
743	169.2	-0.18533333333333335
744	172.79999999999998	-0.139
745	175.2	-0.139
746	173.4	-0.139
747	174.6	-0.09266666666666667
748	174.6	-0.04633333333333334
749	169.79999999999998	0
750	124.8	0
751	114.6	0
752	81.6	-0.04633333333333334
753	59.4	-0.09266666666666667
754	44.4	-0.18533333333333335
755	25.2	-0.2316666666666667
756	-1.2	-0.32433333333333336
757	-33	-0.3706666666666667
758	-58.199999999999996	-0.41700000000000004
759	-85.2	-0.41700000000000004
760	-112.8	-0.4633333333333334
761	-135	-0.5096666666666667
762	-157.2	-0.5096666666666667
763	-171.6	-0.556
764	-170.4	-0.556
765	-174.6	-0.5096666666666667
766	-176.4	-0.556
767	-174.6	-0.556
768	-175.79999999999998	-0.6023333333333334
769	-175.79999999999998	-0.6486666666666667
770	-171.6	-0.6486666666666667
771	-125.39999999999999	-0.6486666666666667
772	-117	-0.6950000000000001
773	-82.8	-0.6950000000000001
774	-55.199999999999996	-0.6486666666666667
775	-42.6	-0.6486666666666667
776	-15.6	-0.556
777	14.399999999999999	-0.4633333333333334
778	42.6	-0.3706666666666667
779	57.599999999999994	-0.32433333333333336
780	91.8	-0.278
781	115.8	-0.2316666666666667
782	133.79999999999998	-0.18533333333333335
783	156.6	-0.18533333333333335
784	169.79999999999998	-0.18533333333333335
785	169.2	-0.18533333333333335
786	172.79999999999998	-0.18533333333333335
787	175.2	-0.139
788	173.4	-0.09266666666666667
789	174.6	-0.04633333333333334
790	174.6	0
791	169.79999999999998	0.04633333333333334
792	124.19999999999999	0.139
793	115.19999999999999	0.18533333333333335
794	81.6	0.18533333333333335
795	58.8	0.18533333333333335
796	44.4	0.18533333333333335
797	25.2	0.18533333333333335
798	-1.2	0.2316666666666667
799	-33.6	0.2316666666666667
800	-58.199999999999996	0.278
801	-85.2	0.278
802	-112.8	0.18533333333333335
803	-134.4	0.04633333333333334
804	-157.2	0
805	-171	-0.04633333333333334
806	-171	-0.04633333333333334
807	-174	-0.09266666666666667
808	-176.4	-0.139
809	-174.6	-0.18533333333333335
810	-176.4	-0.18533333333333335
811	-175.79999999999998	-0.2316666666666667
812	-171.6	-0.32433333333333336
813	-125.39999999999999	-0.3706666666666667
814	-117.6	-0.3706666666666667
815	-81.6	-0.3706666666666667
816	-55.8	-0.3706666666666667
817	-42	-0.278
818	-15.6	-0.2316666666666667
819	14.399999999999999	-0.18533333333333335
820	42	-0.09266666666666667
821	57.599999999999994	-0.04633333333333334
822	91.8	0
823	115.8	0
824	133.79999999999998	0.04633333333333334
825	156.6	0.139
826	170.4	0.18533333333333335
827	169.2	0.18533333333333335
828	172.79999999999998	0.18533333333333335
829	175.2	0.18533333333333335
830	173.4	0.18533333333333335
831	174	0.18533333333333335
832	174.6	0.2316666666666667
833	170.4	0.2316666666666667
834	124.19999999999999	0.2316666666666667
835	115.19999999999999	0.2316666666666667
836	82.2	0.2316666666666667
837	59.4	0.18533333333333335
838	44.4	0.139
839	25.8	0.04633333333333334
840	-1.2	-0.04633333333333334
841	-33.6	-0.09266666666666667
842	-58.199999999999996	-0.139
843	-85.2	-0.18533333333333335
844	-113.39999999999999	-0.18533333333333335
845	-134.4	-0.18533333333333335
846	-157.2	-0.18533333333333335
847	-171	-0.18533333333333335
848	-170.4	-0.18533333333333335
849	-173.4	-0.18533333333333335
850	-176.4	-0.2316666666666667
851	-174.6	-0.278
852	-175.79999999999998	-0.32433333333333336
853	-175.79999999999998	-0.3706666666666667
854	-171.6	-0.41700000000000004
855	-125.39999999999999	-0.4633333333333334
856	-117	-0.4633333333333334
857	-82.2	-0.4633333333333334
858	-55.199999999999996	-0.41700000000000004
859	-42.6	-0.41700000000000004
860	-15	-0.3706666666666667
861	13.2	-0.32433333333333336
862	42.6	-0.278
863	58.199999999999996	-0.18533333333333335
864	91.2	-0.139
865	115.8	-0.139
866	133.79999999999998	-0.139
867	156.6	-0.09266666666666667
868	169.79999999999998	-0.04633333333333334
869	169.2	0
870	172.79999999999998	0
871	175.2	0.09266666666666667
872	173.4	0.139
873	174	0.2316666666666667
874	174.6	0.2316666666666667
875	170.4	0.2316666666666667
876	124.19999999999999	0.278
877	114.6	0.278
878	81.6	0.2316666666666667
879	58.8	0.2316666666666667
880	44.4	0.18533333333333335
881	25.2	0.18533333333333335
882	-1.2	0.139
883	-33	0.04633333333333334
884	-58.8	-0.09266666666666667
885	-84.6	-0.139
886	-112.8	-0.139
887	-135	-0.18533333333333335
888	-156.6	-0.18533333333333335
889	-171.6	-0.2316666666666667
890	-170.4	-0.278
891	-174.6	-0.278
892	-176.4	-0.32433333333333336
893	-175.2	-0.32433333333333336
894	-175.79999999999998	-0.41700000000000004
895	-175.2	-0.4633333333333334
896	-171.6	-0.5096666666666667
897	-125.39999999999999	-0.556
898	-117	-0.556
899	-82.8	-0.556
900	-55.199999999999996	-0.5096666666666667
901	-42.6	-0.41700000000000004
902	-15	-0.41700000000000004
