1440597652.63	151.0	0.0
1440597652.83	152.0	0.0
1440597653.87	158.0	0.0
1440597655.29	155.0	0.0
1440597655.9	151.0	0.0
1440597657.13	152.0	0.0
1440597657.96	157.0	0.0
1440597658.99	152.0	0.0
1440597660.01	161.0	0.0
1440597661.03	153.0	0.0
1440597662.27	156.0	0.0
1440597663.1	146.0	0.0
1440597664.33	152.0	0.0
1440597665.14	154.0	0.0
1440597666.37	147.0	0.0
1440597667.39	148.0	0.0
1440597668.41	146.0	0.0
1440597669.23	158.0	0.0
1440597670.25	149.0	0.0
1440597671.49	148.0	0.0
1440597672.31	149.0	0.0
1440597673.33	153.0	0.0
1440597674.35	146.0	0.0
1440597675.37	155.0	0.0
1440597676.81	152.0	0.0
1440597677.43	159.0	0.0
1440597678.45	159.0	0.0
1440597679.48	159.0	0.0
1440597680.51	153.0	0.0
1440597681.53	147.0	0.0
1440597682.55	158.0	0.0
1440597683.57	146.0	0.0
1440597684.6	147.0	0.0
