#Time	Act P	WU P	PB P	Act PF	WU PF	PB PF
0.0	249.11	249.9	120.0	0.99	1.0	0.0
0.61	249.11	249.8	117.0	0.99	1.0	0.0
1.83	248.95	249.8	119.0	0.99	1.0	0.0
2.65	248.95	249.7	110.0	0.99	1.0	0.0
3.88	248.95	249.7	129.0	1.0	1.0	0.0
4.7	248.95	249.6	118.0	1.0	1.0	0.0
5.72	248.94	249.6	116.0	1.0	1.0	0.0
6.76	248.94	249.6	118.0	1.0	1.0	0.0
8.0	248.87	249.6	124.0	1.0	1.0	0.0
8.81	248.87	249.5	109.0	1.0	1.0	0.0
9.84	248.92	249.5	103.0	1.0	1.0	0.0
10.86	248.92	249.4	104.0	1.0	1.0	0.0
11.89	248.9	249.4	113.0	1.0	1.0	0.0
13.32	248.9	249.4	109.0	1.0	1.0	0.0
13.94	248.9	249.4	109.0	1.0	1.0	0.0
15.17	249.0	249.4	112.0	0.99	1.0	0.0
15.99	249.0	249.4	117.0	0.99	1.0	0.0
17.01	249.0	249.4	119.0	0.99	1.0	0.0
18.04	249.07	249.4	124.0	0.99	1.0	0.0
19.47	248.95	249.4	113.0	0.99	1.0	0.0
20.09	248.95	249.4	109.0	0.99	1.0	0.0
21.11	248.95	249.4	121.0	0.99	1.0	0.0
22.13	248.92	249.3	120.0	1.0	1.0	0.0
