#Time	Act P	WU P	PB P	Act PF	WU PF	PB PF
0.0	325.24	325.8	137.0	1.0	1.0	0.0
0.41	325.24	325.8	129.0	1.0	1.0	0.0
1.44	325.29	325.8	144.0	1.0	1.0	0.0
2.67	325.29	325.8	139.0	1.0	1.0	0.0
3.7	325.19	325.9	125.0	1.0	1.0	0.0
4.53	325.19	325.9	133.0	1.0	1.0	0.0
5.56	325.18	325.9	141.0	1.0	1.0	0.0
6.58	325.18	325.9	132.0	1.0	1.0	0.0
8.02	325.22	325.9	127.0	1.0	1.0	0.0
9.03	325.22	325.9	145.0	1.0	1.0	0.0
9.65	325.26	325.9	144.0	1.0	1.0	0.0
10.47	325.26	325.9	143.0	1.0	1.0	0.0
11.49	325.21	326.0	131.0	1.0	1.0	0.0
12.52	325.21	326.0	129.0	1.0	1.0	0.0
13.54	325.15	325.9	147.0	0.99	1.0	0.0
14.56	325.15	325.9	134.0	0.99	1.0	0.0
15.59	325.21	325.9	134.0	0.99	1.0	0.0
16.81	325.21	325.9	141.0	0.99	1.0	0.0
18.25	325.21	325.9	143.0	1.0	1.0	0.0
18.66	325.21	325.9	133.0	1.0	1.0	0.0
19.69	325.27	325.9	150.0	1.0	1.0	0.0
20.72	325.27	325.9	123.0	1.0	1.0	0.0
22.78	325.17	325.9	131.0	1.0	1.0	0.0
23.8	325.34	325.9	145.0	1.0	1.0	0.0
24.82	325.34	325.9	137.0	1.0	1.0	0.0
25.83	325.26	326.0	150.0	1.0	1.0	0.0
27.07	325.26	325.9	129.0	1.0	1.0	0.0
27.88	325.23	325.9	135.0	1.0	1.0	0.0
28.9	325.23	325.9	132.0	1.0	1.0	0.0
29.92	325.37	325.9	136.0	0.99	1.0	0.0
30.94	325.37	326.0	144.0	0.99	1.0	0.0
32.18	325.43	326.0	133.0	0.99	1.0	0.0
33.0	325.43	326.0	133.0	0.99	1.0	0.0
34.02	325.43	326.0	132.0	0.99	1.0	0.0
35.05	325.43	326.0	124.0	0.99	1.0	0.0
36.07	325.47	326.0	126.0	0.99	1.0	0.0
37.1	325.47	326.1	143.0	0.99	1.0	0.0
38.13	325.42	326.1	125.0	0.99	1.0	0.0
39.36	325.42	326.0	123.0	0.99	1.0	0.0
40.18	325.37	326.0	130.0	1.0	1.0	0.0
41.63	325.37	326.0	130.0	1.0	1.0	0.0
42.25	325.38	326.0	135.0	1.0	1.0	0.0
43.28	325.38	326.0	143.0	1.0	1.0	0.0
