#Time	Act P	WU P	PB P	Act PF	WU PF	PB PF
0.0	173.78	174.1	105.0	1.0	1.0	0.0
0.2	173.78	174.1	87.0	1.0	1.0	0.0
1.23	173.84	174.1	102.0	0.99	1.0	0.0
2.25	173.84	174.2	92.0	0.99	1.0	0.0
3.48	173.94	174.2	86.0	0.99	1.0	0.0
4.5	173.94	174.2	99.0	0.99	1.0	0.0
5.52	173.78	174.2	98.0	0.99	1.0	0.0
6.35	173.78	174.2	100.0	0.99	1.0	0.0
7.38	173.79	174.2	98.0	0.99	1.0	0.0
8.41	173.79	174.2	98.0	0.99	1.0	0.0
9.45	173.69	174.3	93.0	1.0	1.0	0.0
10.47	173.69	174.3	92.0	1.0	1.0	0.0
11.49	173.81	174.3	108.0	0.99	1.0	0.0
12.51	173.81	174.3	104.0	0.99	1.0	0.0
13.74	173.73	174.3	93.0	0.99	1.0	0.0
14.56	173.73	174.3	96.0	0.99	1.0	0.0
15.59	173.79	174.3	111.0	1.0	1.0	0.0
16.62	173.79	174.3	69.0	1.0	1.0	0.0
17.63	173.8	174.3	90.0	0.99	1.0	0.0
