#Time	Act P	WU P	PB P	Act PF	WU PF	PB PF
0.0	148.38	149.2	90.0	1.0	1.0	0.0
0.4	148.38	149.2	84.0	1.0	1.0	0.0
1.43	148.38	149.1	100.0	1.0	1.0	0.0
2.46	148.44	149.1	84.0	1.0	1.0	0.0
3.48	148.44	149.1	90.0	1.0	1.0	0.0
4.3	148.27	149.1	88.0	0.99	1.0	0.0
5.34	148.27	149.1	76.0	0.99	1.0	0.0
6.37	148.35	149.1	92.0	1.0	1.0	0.0
7.61	148.35	149.1	81.0	1.0	1.0	0.0
8.42	148.37	149.1	84.0	1.0	1.0	0.0
9.45	148.37	149.1	97.0	1.0	1.0	0.0
10.67	148.37	149.1	85.0	1.0	1.0	0.0
11.69	148.37	149.1	81.0	1.0	1.0	0.0
12.51	148.39	149.1	82.0	1.0	1.0	0.0
13.53	148.39	149.1	80.0	1.0	1.0	0.0
14.54	148.29	149.1	85.0	0.99	1.0	0.0
15.55	148.29	149.1	88.0	0.99	1.0	0.0
16.56	148.41	149.1	94.0	1.0	1.0	0.0
17.59	148.41	149.1	95.0	1.0	1.0	0.0
18.62	148.45	149.1	93.0	1.0	1.0	0.0
19.84	148.45	149.1	90.0	1.0	1.0	0.0
20.88	148.47	149.1	87.0	0.99	1.0	0.0
22.31	148.47	149.1	90.0	0.99	1.0	0.0
22.72	148.62	149.1	82.0	0.99	1.0	0.0
23.74	148.62	149.1	90.0	0.99	1.0	0.0
24.77	148.52	149.1	77.0	0.99	1.0	0.0
26.0	148.52	149.1	96.0	0.99	1.0	0.0
27.02	148.47	149.2	85.0	0.99	1.0	0.0
27.84	148.47	149.2	82.0	0.99	1.0	0.0
28.86	148.43	149.2	87.0	1.0	1.0	0.0
