#Time	Act P	WU P	PB P	Act PF	WU PF	PB PF
0.0	274.73	275.3	127.0	1.0	1.0	0.0
1.02	274.78	275.4	118.0	1.0	1.0	0.0
2.04	274.78	275.4	120.0	1.0	1.0	0.0
3.07	274.78	275.4	114.0	1.0	1.0	0.0
4.5	274.9	275.5	122.0	0.99	1.0	0.0
4.92	274.9	275.5	123.0	0.99	1.0	0.0
5.93	274.8	275.5	131.0	1.0	1.0	0.0
7.16	274.8	275.5	119.0	1.0	1.0	0.0
8.6	274.81	275.6	112.0	1.0	1.0	0.0
9.01	274.81	275.6	122.0	1.0	1.0	0.0
10.03	274.61	275.6	111.0	0.99	1.0	0.0
11.05	274.61	275.5	110.0	0.99	1.0	0.0
12.08	274.78	275.5	115.0	1.0	1.0	0.0
13.11	274.78	275.6	127.0	1.0	1.0	0.0
14.55	274.74	275.6	108.0	1.0	1.0	0.0
15.17	274.74	275.6	120.0	1.0	1.0	0.0
16.2	274.58	275.6	120.0	0.99	1.0	0.0
17.42	274.58	275.6	128.0	0.99	1.0	0.0
18.23	274.61	275.6	122.0	0.99	1.0	0.0
19.45	274.61	275.6	122.0	0.99	1.0	0.0
20.27	274.72	275.6	119.0	0.99	1.0	0.0
21.3	274.72	275.6	121.0	0.99	1.0	0.0
22.52	274.58	275.5	119.0	0.99	1.0	0.0
23.35	274.58	275.5	110.0	0.99	1.0	0.0
24.38	274.69	275.5	123.0	0.99	1.0	0.0
25.61	274.69	275.5	102.0	0.99	1.0	0.0
26.44	274.82	275.6	114.0	1.0	1.0	0.0
