c098e530001B,Closet,20	
c098e5300028,Stove hood,14	
c098e5300029,Guest Room,60	
c098e530002A,Living room,130
c098e530002C,Lamp,60
c098e5300030,Kitchen,50
c098e5300031,Closet,14
c098e5300033,Lamp,13
c098e5300034,Dining Room,34
c098e5300038,Entry stairs,30
c098e5300046,Unused,0
c098e5300048,Outside closet,14
c098e5300049,Other bathroom,230
c098e530004A,Outside porch,14
c098e5300052,Entry flood,60
c098e5300056,Bathroom,56
