1440460476.98	47.68	0.23
1440460477.99	50.46	0.24
1440460479.02	50.29	0.25
1440460480.05	50.87	0.25
1440460481.07	47.73	0.23
1440460482.37	50.29	0.24
1440460483.1	48.84	0.18
1440460484.12	53.19	0.26
1440460485.13	45.01	0.28
1440460486.16	48.95	0.23
1440460487.18	51.04	0.24
1440460488.21	51.74	0.24
1440460489.44	52.9	0.24
1440460490.26	49.94	0.24
1440460491.28	50.63	0.24
1440460492.3	49.01	0.24
1440460493.33	50.34	0.24
1440460494.15	47.56	0.22
1440460495.19	50.4	0.24
1440460496.21	49.24	0.25
1440460497.24	51.16	0.24
1440460498.27	46.75	0.2
1440460499.28	47.33	0.22
1440460500.56	48.95	0.25
1440460501.53	50.23	0.23
1440460502.34	47.56	0.21
1440460503.57	47.91	0.22
