1440676841.22	162.63	0.67
1440676841.63	161.98	0.65
1440676842.64	162.69	0.63
1440676843.67	162.63	0.65
1440676844.7	160.5	0.65
1440676845.72	162.81	0.65
1440676846.74	162.45	0.62
1440676847.76	163.75	0.64
1440676848.78	162.63	0.65
1440676849.8	158.26	0.65
1440676850.83	160.68	0.62
1440676851.85	163.22	0.63
1440676853.09	161.39	0.64
1440676854.12	159.2	0.64
1440676854.93	158.97	0.63
1440676855.96	160.44	0.61
1440676856.98	161.63	0.64
1440676858.0	160.68	0.64
1440676859.02	160.68	0.64
1440676860.03	160.92	0.62
1440676861.07	160.74	0.63
1440676862.09	160.92	0.64
1440676863.12	161.63	0.63
1440676864.14	158.43	0.61
1440676865.16	159.85	0.6
1440676866.19	163.81	0.62
1440676867.22	159.67	0.63
1440676868.25	160.33	0.61
1440676869.27	159.85	0.6
1440676870.3	163.58	0.62
1440676871.34	162.04	0.63
1440676872.37	161.33	0.63
1440676873.4	159.14	0.6
1440676874.43	162.69	0.61
1440676875.45	161.15	0.62
1440676876.88	160.27	0.63
1440676877.49	161.39	0.61
1440676878.51	159.5	0.6
1440676879.53	161.74	0.62
