1440082265.56	304.15	0.81
1440082266.15	304.15	0.82
1440082267.99	304.67	0.8
1440082269.21	309.6	0.82
1440082270.44	310.71	0.82
1440082271.05	305.6	0.81
1440082272.07	297.95	0.79
1440082273.09	303.75	0.81
1440082274.12	309.02	0.83
1440082275.15	295.86	0.8
1440082276.16	303.46	0.82
1440082277.38	296.96	0.81
1440082278.2	305.6	0.8
1440082279.42	306.53	0.83
1440082280.23	296.73	0.8
1440082281.46	304.79	0.82
1440082282.49	299.92	0.79
1440082283.5	303.34	0.81
1440082284.32	305.08	0.82
1440082285.56	301.72	0.8
1440082286.38	304.91	0.81
1440082287.82	300.61	0.79
1440082288.44	302.93	0.81
1440082289.45	312.56	0.83
1440082290.69	295.22	0.79
1440082291.71	312.68	0.82
