1440683612.82	37.95	0.18
1440683613.64	39.12	0.19
1440683614.45	48.83	0.19
1440683615.47	36.53	0.17
1440683616.49	38.01	0.18
1440683617.72	38.44	0.18
1440683618.54	41.15	0.19
1440683619.57	52.38	0.2
1440683620.59	38.56	0.18
1440683621.83	36.71	0.17
1440683622.66	38.93	0.18
1440683623.68	39.12	0.18
1440683624.71	48.65	0.19
1440683625.94	38.01	0.17
1440683626.76	35.97	0.17
1440683627.77	40.78	0.18
1440683628.79	41.15	0.19
1440683629.81	33.12	0.18
1440683631.04	40.29	0.18
1440683631.86	38.32	0.18
1440683632.88	41.46	0.19
1440683633.9	40.41	0.19
1440683634.92	30.21	0.16
1440683635.94	44.9	0.2
1440683636.96	49.87	0.26
1440683638.0	39.0	0.19
1440683639.03	38.93	0.18
1440683640.25	43.06	0.21
