1440636175.88	808.09	0.97
1440636176.9	812.61	0.96
1440636178.11	808.5	0.95
1440636178.94	810.97	0.96
1440636180.17	804.75	0.96
1440636180.99	807.92	0.97
1440636182.02	808.74	0.95
1440636183.03	808.74	0.95
1440636184.06	804.87	0.97
1440636185.1	807.74	0.97
1440636186.12	805.46	0.96
1440636187.14	804.46	0.95
1440636188.18	808.5	0.97
1440636189.21	802.06	0.96
1440636190.24	805.52	0.96
1440636191.25	800.89	0.94
1440636192.28	805.52	0.95
1440636193.3	803.05	0.96
1440636194.33	800.53	0.96
1440636195.55	801.53	0.95
1440636196.36	800.53	0.95
