#Time	Act P	WU P	PB P	Act PF	WU PF	PB PF
0.0	214.42	218.1	200.38	0.63	0.64	0.6
0.81	213.34	217.3	201.62	0.63	0.64	0.54
1.83	213.34	217.3	191.66	0.63	0.64	0.61
2.85	211.32	216.4	198.91	0.63	0.64	0.52
3.88	211.32	216.4	211.21	0.63	0.64	0.61
4.89	210.72	215.6	198.73	0.63	0.64	0.55
5.91	210.72	215.6	199.56	0.63	0.64	0.54
7.13	210.84	214.8	196.02	0.63	0.64	0.48
7.95	210.84	214.8	196.79	0.63	0.64	0.52
8.97	209.46	214.0	190.6	0.63	0.64	0.42
10.4	209.46	214.0	197.2	0.63	0.64	0.54
11.01	207.36	212.9	217.27	0.63	0.66	0.5
12.03	207.36	212.9	196.96	0.63	0.66	0.52
13.05	207.7	212.5	197.61	0.63	0.64	0.53
14.07	207.7	212.5	196.73	0.63	0.64	0.61
15.11	207.2	211.8	195.49	0.63	0.64	0.54
16.13	207.2	211.8	177.22	0.63	0.64	0.6
17.14	206.89	211.1	193.67	0.63	0.64	0.52
18.16	206.89	211.1	212.74	0.63	0.64	0.63
19.19	206.89	210.5	193.25	0.63	0.64	0.57
20.42	207.38	210.5	196.14	0.63	0.64	0.53
21.24	207.38	209.9	185.0	0.63	0.64	0.61
22.26	206.57	209.9	192.78	0.63	0.64	0.51
23.28	206.57	209.3	201.79	0.63	0.64	0.57
24.3	206.05	209.3	191.01	0.63	0.64	0.57
25.94	206.13	208.7	196.55	0.63	0.64	0.53
26.35	206.13	208.7	175.27	0.63	0.64	0.61
27.38	206.13	208.2	191.66	0.63	0.64	0.51
28.4	205.41	208.2	194.49	0.63	0.64	0.53
29.43	205.41	207.7	191.6	0.63	0.64	0.59
30.46	204.19	207.7	192.25	0.63	0.64	0.53
31.48	204.19	207.2	173.85	0.63	0.64	0.61
32.5	204.84	207.2	191.49	0.63	0.64	0.52
33.53	204.84	206.8	214.15	0.63	0.64	0.66
34.55	204.93	206.8	192.43	0.63	0.64	0.56
35.57	204.93	206.3	193.49	0.63	0.64	0.53
36.59	203.83	206.3	177.39	0.63	0.64	0.62
37.62	203.83	205.9	191.6	0.63	0.63	0.52
38.65	203.97	205.9	189.66	0.63	0.63	0.55
41.69	203.29	205.3	193.78	0.63	0.63	0.53
42.91	203.42	204.9	185.41	0.63	0.63	0.57
43.73	203.42	204.9	187.6	0.63	0.63	0.5
44.75	202.65	204.9	195.61	0.63	0.63	0.54
45.58	202.65	204.7	191.49	0.63	0.63	0.53
46.61	202.09	204.7	191.84	0.63	0.63	0.52
47.63	202.09	204.4	187.95	0.63	0.63	0.49
48.87	202.41	204.1	187.42	0.63	0.63	0.5
49.7	202.41	204.1	179.87	0.63	0.63	0.41
50.73	202.29	204.1	191.31	0.63	0.63	0.53
51.75	202.29	203.7	189.72	0.63	0.63	0.51
52.98	202.26	203.6	185.41	0.63	0.63	0.46
54.0	202.26	203.6	189.13	0.63	0.63	0.51
54.82	202.12	203.3	191.49	0.62	0.63	0.52
55.84	202.12	203.3	190.9	0.62	0.63	0.53
57.08	200.63	203.1	190.42	0.62	0.63	0.52
57.9	200.63	203.1	187.42	0.62	0.63	0.47
58.91	199.49	202.9	188.89	0.62	0.63	0.51
59.92	199.49	202.9	182.29	0.62	0.63	0.4
60.94	199.41	202.7	188.77	0.62	0.63	0.52
61.96	199.41	202.7	217.45	0.62	0.63	0.46
62.99	198.31	202.5	161.63	0.61	0.63	0.48
64.01	198.31	202.5	183.53	0.61	0.63	0.51
65.03	182.06	177.0	187.83	0.61	0.63	0.45
66.06	182.06	177.0	188.72	0.61	0.63	0.52
67.07	199.51	200.6	197.26	0.62	0.63	0.5
68.1	199.51	200.6	189.25	0.62	0.63	0.51
69.12	199.36	200.8	188.01	0.61	0.62	0.51
70.35	199.36	200.8	186.36	0.61	0.62	0.58
71.18	197.85	200.9	188.42	0.61	0.62	0.52
72.2	197.85	200.9	172.44	0.61	0.62	0.61
73.24	197.57	200.9	186.95	0.61	0.63	0.51
74.47	197.57	200.9	191.96	0.61	0.63	0.53
75.29	197.9	200.9	185.18	0.61	0.63	0.57
76.31	197.9	200.9	188.07	0.61	0.63	0.52
77.34	200.37	200.8	174.86	0.62	0.63	0.6
78.57	200.37	200.8	184.94	0.62	0.63	0.5
79.4	196.06	200.7	188.42	0.61	0.63	0.52
80.42	196.06	200.7	188.36	0.61	0.63	0.59
81.46	197.24	200.6	187.36	0.61	0.63	0.52
82.68	197.24	200.6	169.6	0.61	0.63	0.59
83.49	200.45	200.4	186.83	0.62	0.63	0.51
84.52	200.45	200.4	195.9	0.62	0.63	0.57
85.53	196.33	200.3	186.59	0.61	0.63	0.55
86.56	196.33	200.3	188.72	0.61	0.63	0.51
87.78	195.94	200.3	173.26	0.61	0.62	0.6
88.6	195.94	200.3	185.41	0.61	0.62	0.5
90.04	196.05	200.2	202.03	0.61	0.63	0.61
90.65	196.05	200.2	185.77	0.61	0.63	0.55
91.88	201.1	200.1	188.48	0.63	0.63	0.52
92.7	201.1	200.1	170.66	0.63	0.63	0.6
93.72	203.84	199.9	182.05	0.64	0.63	0.5
94.73	203.84	199.9	187.18	0.64	0.63	0.51
95.76	196.97	199.3	186.24	0.61	0.63	0.58
96.79	196.97	199.3	184.77	0.61	0.63	0.51
97.81	203.89	199.5	172.85	0.64	0.62	0.57
98.84	203.89	199.3	182.47	0.64	0.63	0.5
99.86	195.9	199.3	189.19	0.61	0.63	0.52
100.88	195.9	199.2	186.12	0.61	0.62	0.57
101.9	205.1	199.2	188.42	0.64	0.62	0.52
102.92	205.1	199.3	213.68	0.64	0.62	0.46
104.14	197.33	199.3	183.06	0.61	0.62	0.48
104.96	197.33	199.4	185.65	0.61	0.62	0.5
105.99	197.56	199.4	168.12	0.63	0.62	0.45
107.0	197.56	186.1	182.29	0.63	0.61	0.53
108.03	190.79	186.1	188.66	0.6	0.61	0.51
108.85	190.79	200.0	176.04	0.6	0.62	0.59
109.89	190.79	200.0	178.57	0.6	0.62	0.49
110.91	196.7	188.7	207.21	0.63	0.62	0.63
111.92	196.7	188.7	186.06	0.63	0.62	0.54
112.94	196.73	199.6	190.66	0.61	0.63	0.52
113.96	196.73	199.6	158.97	0.61	0.63	0.59
114.99	198.81	193.1	170.07	0.64	0.61	0.5
116.02	198.81	193.1	195.43	0.64	0.61	0.56
117.05	185.68	199.6	185.65	0.61	0.63	0.55
118.07	185.68	199.6	189.07	0.61	0.63	0.52
119.1	203.97	199.6	173.68	0.64	0.62	0.6
120.13	203.97	199.6	143.87	0.64	0.62	0.46
121.15	178.59	177.0	128.86	0.63	0.6	0.45
122.38	135.21	177.0	129.51	0.6	0.6	0.46
123.2	135.21	135.3	129.04	0.6	0.6	0.45
124.22	135.21	135.3	193.84	0.6	0.6	0.48
125.24	170.04	161.9	189.25	0.62	0.63	0.5
126.27	170.04	161.9	188.54	0.62	0.63	0.51
127.3	207.13	200.5	185.24	0.64	0.62	0.41
128.32	207.13	200.5	190.6	0.64	0.62	0.52
129.34	208.6	200.5	193.72	0.64	0.62	0.5
130.36	208.6	200.5	188.07	0.64	0.62	0.47
131.39	201.24	200.6	187.89	0.62	0.62	0.5
132.41	201.24	200.6	188.89	0.62	0.62	0.48
133.44	204.98	200.6	187.65	0.64	0.62	0.54
134.68	193.99	200.6	174.15	0.63	0.62	0.51
135.5	193.99	179.0	184.35	0.63	0.6	0.57
136.53	193.99	179.0	187.77	0.63	0.6	0.5
137.56	207.83	197.6	212.03	0.64	0.61	0.66
138.79	207.83	197.6	189.36	0.64	0.61	0.55
139.6	207.76	198.2	191.54	0.64	0.61	0.53
140.62	207.76	198.2	174.8	0.64	0.61	0.6
141.63	204.34	198.8	188.24	0.63	0.61	0.51
142.65	204.34	198.8	190.07	0.63	0.61	0.51
143.67	196.01	199.1	180.46	0.6	0.61	0.48
144.69	196.01	199.1	152.52	0.6	0.61	0.48
145.71	171.38	176.8	201.2	0.61	0.59	0.45
146.73	171.38	176.8	179.28	0.61	0.59	0.49
147.76	188.32	168.4	188.66	0.61	0.56	0.51
148.77	188.32	168.4	193.43	0.61	0.56	0.5
149.8	196.24	200.0	192.43	0.6	0.62	0.53
150.82	196.24	200.0	215.39	0.6	0.62	0.45
151.84	196.9	200.0	188.07	0.61	0.62	0.49
152.87	196.9	200.1	192.13	0.61	0.62	0.52
153.89	185.92	200.1	134.14	0.61	0.62	0.36
154.9	185.92	140.6	191.37	0.61	0.59	0.52
156.13	183.71	140.6	209.56	0.6	0.59	0.46
157.15	183.71	199.8	186.83	0.6	0.62	0.49
157.97	198.14	199.8	192.02	0.61	0.62	0.52
158.98	198.14	199.8	189.72	0.61	0.62	0.54
160.22	197.63	199.8	190.19	0.61	0.62	0.52
161.04	197.63	199.9	199.91	0.61	0.62	0.5
162.07	198.29	199.9	189.13	0.61	0.62	0.51
163.08	198.29	199.9	190.42	0.61	0.62	0.52
164.11	199.01	199.9	187.42	0.62	0.62	0.58
165.13	199.01	199.9	191.37	0.62	0.62	0.52
166.15	199.29	199.9	178.75	0.62	0.62	0.6
167.18	199.29	199.9	189.25	0.62	0.62	0.5
168.2	198.99	199.9	212.98	0.62	0.62	0.67
169.22	198.99	199.8	190.66	0.62	0.62	0.54
170.25	199.08	199.8	190.66	0.62	0.62	0.52
171.28	199.08	199.8	191.01	0.62	0.62	0.5
172.51	198.83	199.8	189.3	0.62	0.62	0.5
173.33	198.83	199.7	199.44	0.62	0.62	0.58
174.37	198.7	199.7	190.84	0.62	0.62	0.54
175.38	198.7	199.7	193.31	0.62	0.62	0.53
176.39	198.86	199.7	187.89	0.62	0.62	0.5
177.42	198.86	199.6	190.42	0.62	0.62	0.51
178.44	199.41	199.6	211.8	0.62	0.62	0.65
179.46	199.41	199.6	189.66	0.62	0.62	0.55
180.49	197.45	199.6	189.13	0.61	0.62	0.52
181.52	197.45	199.5	188.72	0.61	0.62	0.53
182.34	197.48	199.5	187.54	0.61	0.62	0.5
183.36	197.48	199.5	214.8	0.61	0.62	0.67
184.38	196.62	199.5	189.48	0.61	0.62	0.56
185.6	196.62	199.5	192.66	0.61	0.62	0.53
186.42	196.58	199.5	172.08	0.61	0.62	0.6
187.44	196.58	199.4	188.13	0.61	0.62	0.51
188.46	196.75	199.4	196.73	0.61	0.62	0.56
189.49	196.75	199.4	188.3	0.61	0.62	0.56
190.51	197.29	199.4	189.01	0.61	0.62	0.52
191.54	197.29	199.3	175.74	0.61	0.62	0.61
192.76	196.08	199.3	187.3	0.61	0.62	0.51
193.58	196.08	199.3	189.72	0.61	0.62	0.52
194.81	197.47	199.3	188.01	0.62	0.62	0.59
195.63	197.47	199.2	190.25	0.62	0.62	0.53
196.65	196.18	199.2	215.98	0.61	0.62	0.46
197.66	196.18	199.1	186.59	0.61	0.62	0.51
198.68	196.35	199.1	191.01	0.62	0.62	0.52
199.91	196.35	199.0	187.42	0.62	0.62	0.59
200.91	196.86	199.0	190.19	0.61	0.62	0.53
201.72	196.86	199.0	180.93	0.61	0.62	0.57
202.76	196.24	199.0	187.83	0.61	0.62	0.52
203.99	196.24	198.9	191.6	0.61	0.62	0.52
204.81	196.41	198.9	190.31	0.62	0.62	0.57
205.84	196.41	198.9	191.72	0.62	0.62	0.54
206.87	196.41	198.9	216.04	0.62	0.63	0.46
208.1	196.49	198.9	189.13	0.62	0.63	0.51
208.93	196.49	198.8	188.01	0.62	0.62	0.52
209.95	198.48	198.8	179.22	0.62	0.62	0.38
210.98	198.48	198.8	190.9	0.62	0.62	0.54
212.01	196.67	198.8	191.19	0.62	0.62	0.52
213.03	196.67	198.7	185.53	0.62	0.62	0.47
214.05	196.42	198.7	187.24	0.62	0.62	0.5
215.07	196.42	198.6	178.34	0.62	0.62	0.41
216.11	197.25	198.6	189.48	0.62	0.62	0.54
217.14	197.25	198.5	189.78	0.62	0.62	0.53
218.17	197.5	198.5	187.24	0.62	0.62	0.48
219.18	197.5	198.5	186.65	0.62	0.63	0.51
220.2	198.22	198.5	191.07	0.63	0.63	0.52
221.23	198.22	198.4	190.07	0.63	0.63	0.55
222.26	197.57	198.4	191.6	0.62	0.63	0.53
223.49	196.48	198.4	186.18	0.62	0.62	0.56
224.32	196.48	198.4	187.77	0.62	0.62	0.51
225.34	196.48	198.5	210.45	0.62	0.62	0.66
226.37	196.93	198.5	188.77	0.62	0.62	0.54
227.4	196.93	198.4	190.95	0.62	0.62	0.53
228.42	196.07	198.4	183.47	0.62	0.62	0.56
229.44	196.07	198.4	187.42	0.62	0.62	0.51
230.47	196.24	198.4	208.5	0.62	0.62	0.65
231.5	196.24	198.3	189.07	0.62	0.62	0.53
232.52	197.09	198.3	188.3	0.62	0.62	0.48
234.95	196.23	198.3	189.01	0.62	0.62	0.5
235.78	197.38	198.3	181.52	0.62	0.62	0.39
236.82	197.38	198.3	189.95	0.62	0.62	0.53
237.63	197.38	198.2	210.86	0.62	0.62	0.48
238.85	197.49	198.2	184.65	0.62	0.62	0.49
239.47	197.49	198.2	187.83	0.62	0.62	0.51
240.49	198.33	198.2	176.33	0.62	0.62	0.37
241.52	198.33	198.1	188.13	0.62	0.62	0.53
242.55	197.69	198.1	218.51	0.62	0.62	0.46
243.57	197.69	198.1	186.71	0.62	0.62	0.5
244.6	197.02	198.1	189.36	0.62	0.62	0.52
245.62	197.02	198.1	180.52	0.62	0.62	0.4
246.64	196.75	198.1	188.95	0.62	0.62	0.53
247.67	196.75	198.1	199.56	0.62	0.62	0.5
248.69	197.38	198.1	187.18	0.62	0.62	0.51
249.72	197.38	198.1	187.71	0.62	0.62	0.51
250.94	196.33	198.1	186.65	0.62	0.62	0.5
251.76	196.33	198.1	190.66	0.62	0.62	0.54
252.8	196.29	198.1	171.2	0.62	0.62	0.62
254.03	196.29	198.1	186.24	0.62	0.62	0.51
255.05	195.54	198.1	207.86	0.62	0.63	0.65
255.88	195.54	198.1	184.77	0.62	0.63	0.55
256.9	196.14	198.0	189.07	0.62	0.62	0.53
257.92	196.14	198.0	178.4	0.62	0.62	0.6
259.57	195.71	198.0	185.06	0.62	0.62	0.51
260.4	195.45	198.0	210.68	0.62	0.62	0.67
261.21	195.45	198.0	187.06	0.62	0.63	0.56
262.03	195.45	198.0	190.37	0.62	0.63	0.52
263.05	195.66	197.9	180.46	0.62	0.63	0.59
264.07	195.66	197.9	185.36	0.62	0.63	0.5
265.29	195.32	197.9	213.45	0.62	0.63	0.69
266.12	195.32	197.9	188.24	0.62	0.63	0.54
267.14	195.73	197.9	189.54	0.62	0.63	0.53
268.17	195.73	197.9	185.47	0.62	0.63	0.55
269.19	195.29	197.9	188.89	0.62	0.62	0.52
270.2	195.29	197.9	174.27	0.62	0.62	0.39
271.22	195.85	197.8	189.66	0.62	0.62	0.54
272.25	195.85	197.8	188.83	0.62	0.62	0.52
273.26	195.52	197.8	185.36	0.62	0.63	0.47
274.3	195.52	197.8	188.01	0.62	0.63	0.52
275.33	195.67	197.8	175.56	0.62	0.62	0.37
276.36	195.67	197.8	188.3	0.62	0.62	0.54
277.39	195.85	197.8	195.79	0.62	0.62	0.51
278.41	195.85	197.8	184.12	0.62	0.62	0.49
279.44	193.77	197.8	185.94	0.62	0.62	0.52
280.46	193.77	197.8	183.41	0.62	0.62	0.4
281.48	195.73	197.3	187.42	0.62	0.62	0.53
282.51	195.73	197.3	213.09	0.62	0.62	0.47
283.54	195.05	197.4	186.71	0.62	0.62	0.51
284.56	195.05	197.4	184.82	0.62	0.62	0.51
285.58	195.55	197.5	186.42	0.62	0.62	0.43
286.41	195.55	197.5	187.77	0.62	0.62	0.53
287.44	195.42	197.5	214.92	0.62	0.62	0.48
288.66	195.42	197.5	183.76	0.62	0.62	0.5
289.48	195.63	197.5	188.54	0.63	0.63	0.51
290.51	195.63	197.5	189.3	0.63	0.63	0.54
291.54	195.79	197.6	189.01	0.62	0.62	0.52
292.56	195.79	197.6	186.83	0.62	0.62	0.54
293.79	195.82	197.6	184.88	0.62	0.63	0.51
294.62	195.82	197.6	186.83	0.62	0.63	0.51
295.64	194.8	197.5	187.42	0.62	0.63	0.59
296.66	194.8	197.5	187.6	0.62	0.63	0.53
297.69	195.36	197.3	169.6	0.62	0.62	0.61
298.72	195.36	197.3	189.6	0.62	0.62	0.52
299.75	195.76	197.3	196.14	0.62	0.62	0.58
300.77	195.76	197.3	184.47	0.62	0.62	0.54
301.8	196.09	197.3	188.13	0.62	0.62	0.52
303.03	196.09	197.4	188.77	0.62	0.62	0.5
304.05	195.64	197.4	187.83	0.62	0.62	0.51
304.87	195.64	197.4	171.85	0.62	0.62	0.37
305.91	196.43	197.4	188.18	0.62	0.62	0.53
306.94	196.43	197.4	192.72	0.62	0.62	0.51
308.37	196.49	197.4	178.57	0.62	0.62	0.48
308.98	196.49	197.3	175.03	0.62	0.62	0.5
310.0	187.13	197.3	186.77	0.62	0.62	0.58
311.03	187.13	197.4	188.07	0.62	0.62	0.52
312.05	195.68	197.4	170.61	0.62	0.62	0.61
313.07	195.68	197.4	182.52	0.62	0.62	0.49
314.1	196.11	197.4	212.92	0.62	0.62	0.69
315.11	196.11	197.4	187.95	0.62	0.63	0.54
316.13	196.27	197.4	188.95	0.63	0.63	0.53
317.16	196.27	197.5	186.48	0.63	0.63	0.47
318.18	196.35	197.5	187.48	0.62	0.63	0.52
319.21	196.35	197.5	182.29	0.62	0.62	0.4
320.23	196.36	197.5	189.95	0.62	0.62	0.53
321.27	196.36	197.5	218.62	0.62	0.62	0.46
322.29	196.36	197.5	188.42	0.62	0.62	0.52
323.31	196.36	197.6	190.13	0.62	0.62	0.52
324.33	187.08	197.6	171.14	0.61	0.62	0.54
325.36	187.08	181.9	188.3	0.61	0.62	0.52
326.37	195.65	181.9	177.75	0.62	0.62	0.58
327.39	195.65	197.4	186.06	0.62	0.62	0.5
328.62	194.98	197.4	211.86	0.62	0.62	0.67
329.66	194.98	197.5	188.07	0.62	0.62	0.54
330.47	195.53	197.5	188.13	0.62	0.62	0.51
331.3	195.53	197.5	186.95	0.62	0.62	0.49
332.34	195.27	197.5	186.42	0.62	0.62	0.51
333.36	195.27	197.6	175.74	0.62	0.62	0.36
334.38	196.03	197.6	189.95	0.62	0.62	0.52
335.4	196.03	197.6	217.45	0.62	0.62	0.45
336.42	195.89	197.6	186.3	0.62	0.62	0.5
337.44	195.89	197.6	189.6	0.62	0.62	0.52
338.46	196.02	197.6	185.3	0.62	0.62	0.48
339.48	196.02	197.7	190.31	0.62	0.62	0.53
340.5	194.47	197.7	207.15	0.62	0.62	0.47
341.52	194.47	197.2	186.65	0.62	0.62	0.51
342.57	196.34	197.2	184.06	0.62	0.62	0.5
343.6	196.34	197.4	185.77	0.62	0.62	0.59
344.63	196.14	197.4	187.12	0.62	0.62	0.51
345.66	196.14	197.4	170.31	0.62	0.62	0.6
346.89	194.57	197.5	186.42	0.62	0.62	0.51
347.71	194.57	197.5	187.89	0.62	0.62	0.52
349.15	195.55	197.5	186.3	0.62	0.62	0.58
349.76	195.55	197.5	189.6	0.62	0.62	0.53
350.78	196.34	197.5	169.9	0.62	0.62	0.6
351.81	196.34	197.6	186.3	0.62	0.62	0.5
352.83	195.52	197.6	193.13	0.62	0.62	0.57
353.87	195.52	197.6	185.24	0.62	0.62	0.55
354.89	195.77	197.5	188.89	0.62	0.62	0.52
355.93	195.77	197.5	177.98	0.62	0.62	0.6
356.94	195.11	197.5	183.59	0.62	0.62	0.49
357.96	195.11	197.5	168.54	0.62	0.62	0.55
358.99	180.2	167.6	184.12	0.61	0.6	0.55
360.01	180.2	167.6	189.3	0.61	0.6	0.52
361.03	195.92	196.5	176.74	0.62	0.62	0.6
362.06	195.92	196.5	181.05	0.62	0.62	0.49
363.08	195.47	196.6	211.27	0.62	0.62	0.67
364.11	195.47	196.6	188.36	0.62	0.62	0.55
365.15	197.15	196.9	191.9	0.62	0.62	0.53
366.18	197.15	196.9	187.83	0.62	0.62	0.53
367.2	196.14	197.1	187.48	0.62	0.62	0.51
368.04	196.14	197.1	174.68	0.62	0.62	0.37
369.05	196.14	197.2	188.72	0.62	0.62	0.53
370.07	195.87	197.2	209.8	0.62	0.62	0.48
371.28	195.44	197.3	183.94	0.62	0.62	0.49
372.11	195.44	197.3	187.83	0.62	0.62	0.52
373.34	196.07	197.4	185.71	0.62	0.62	0.59
374.37	196.07	197.4	189.66	0.62	0.62	0.51
375.2	196.07	197.4	181.35	0.62	0.62	0.59
376.22	196.31	197.4	187.42	0.62	0.62	0.51
377.65	195.34	197.5	178.57	0.62	0.62	0.42
378.27	195.34	197.5	188.48	0.62	0.62	0.53
379.29	195.34	197.5	206.33	0.62	0.62	0.49
380.32	196.06	197.5	186.36	0.62	0.62	0.5
381.36	196.06	197.5	185.83	0.62	0.62	0.51
382.38	196.2	197.5	186.48	0.62	0.62	0.59
383.4	196.2	197.5	189.19	0.62	0.62	0.53
384.43	196.4	197.5	177.92	0.62	0.62	0.6
385.46	196.4	197.6	184.88	0.62	0.62	0.5
386.49	196.05	197.6	203.09	0.62	0.62	0.63
387.51	196.05	197.4	187.48	0.62	0.62	0.52
388.54	194.15	197.4	186.77	0.62	0.62	0.51
389.56	194.15	196.9	183.65	0.62	0.63	0.46
390.58	196.0	196.9	186.77	0.62	0.63	0.5
391.61	196.0	197.0	181.23	0.62	0.62	0.39
392.64	195.82	197.0	187.65	0.62	0.62	0.53
393.68	195.82	197.1	216.68	0.62	0.62	0.46
394.7	196.56	197.1	187.83	0.62	0.62	0.51
395.72	196.56	197.2	188.3	0.62	0.62	0.52
396.75	195.45	197.2	185.47	0.62	0.62	0.59
397.77	195.45	197.2	185.77	0.62	0.62	0.52
398.79	196.1	197.2	168.24	0.62	0.62	0.6
399.81	196.1	197.2	184.29	0.62	0.62	0.5
400.84	195.88	197.2	215.39	0.62	0.62	0.69
401.86	195.88	197.3	185.36	0.62	0.62	0.53
402.88	195.56	197.3	187.77	0.62	0.62	0.52
403.9	195.56	197.3	185.12	0.62	0.62	0.47
404.92	195.52	197.3	187.65	0.62	0.62	0.51
405.95	195.52	197.3	181.4	0.62	0.62	0.39
406.97	195.43	197.3	187.01	0.62	0.62	0.52
407.99	195.43	197.3	216.68	0.62	0.62	0.46
409.01	195.05	197.3	187.18	0.62	0.62	0.52
410.03	195.05	197.3	188.6	0.62	0.62	0.51
411.05	195.6	197.2	186.0	0.62	0.62	0.58
412.08	195.6	197.2	189.07	0.62	0.62	0.51
413.09	195.1	197.2	177.51	0.62	0.62	0.59
414.31	195.1	197.2	185.41	0.62	0.62	0.49
415.12	195.75	197.2	206.33	0.62	0.62	0.64
416.14	195.75	197.2	187.48	0.62	0.62	0.53
417.14	195.58	197.1	189.95	0.62	0.62	0.52
418.16	195.58	197.1	182.35	0.62	0.62	0.46
419.19	193.58	196.6	189.19	0.62	0.63	0.51
420.42	193.58	196.6	179.58	0.62	0.63	0.39
421.24	195.79	196.7	189.36	0.62	0.62	0.53
422.27	195.79	196.7	218.68	0.62	0.62	0.46
423.29	196.2	196.8	184.82	0.62	0.62	0.5
424.31	196.2	196.8	186.77	0.62	0.62	0.5
425.75	195.92	196.9	186.95	0.62	0.62	0.57
426.36	195.92	196.9	188.95	0.62	0.62	0.53
427.39	195.89	196.9	166.65	0.62	0.62	0.61
428.41	195.89	196.9	186.77	0.62	0.62	0.5
429.42	195.82	196.9	190.9	0.62	0.62	0.53
430.44	195.82	196.9	184.59	0.62	0.62	0.54
431.47	196.22	197.1	191.49	0.62	0.62	0.53
432.5	196.22	197.1	180.99	0.62	0.62	0.59
433.33	196.2	197.1	185.06	0.62	0.62	0.5
434.56	196.2	197.1	196.08	0.62	0.62	0.57
435.59	195.9	197.2	185.89	0.62	0.62	0.52
436.41	195.9	197.2	188.01	0.62	0.62	0.5
437.44	195.29	197.2	186.18	0.62	0.62	0.47
438.45	195.29	197.2	186.83	0.62	0.62	0.51
439.49	196.25	197.3	178.99	0.62	0.62	0.39
440.51	196.25	197.3	187.24	0.62	0.62	0.52
441.54	195.76	197.3	195.43	0.62	0.62	0.47
442.58	195.76	197.3	153.35	0.62	0.62	0.47
443.59	152.32	180.2	88.6	0.59	0.61	0.35
444.62	152.32	180.2	180.46	0.59	0.61	0.47
445.64	162.29	108.5	187.48	0.59	0.61	0.52
446.87	162.29	108.5	189.66	0.59	0.61	0.54
447.89	196.38	196.3	186.83	0.62	0.62	0.52
448.91	196.38	196.7	189.66	0.62	0.62	0.53
450.14	196.8	196.7	186.18	0.62	0.62	0.57
450.75	196.8	196.7	190.25	0.62	0.62	0.52
451.77	196.48	197.0	177.57	0.62	0.62	0.6
452.79	196.48	197.0	187.54	0.62	0.62	0.51
453.82	196.43	197.2	215.21	0.62	0.62	0.7
454.83	196.43	197.2	186.12	0.62	0.62	0.53
455.87	196.76	197.5	190.66	0.62	0.62	0.52
456.89	196.76	197.5	188.42	0.62	0.62	0.52
457.9	196.93	197.6	185.47	0.62	0.62	0.5
458.92	196.93	197.6	183.47	0.62	0.62	0.45
459.95	196.66	197.7	189.19	0.62	0.62	0.53
461.39	196.66	197.8	191.01	0.62	0.62	0.52
462.2	195.53	197.8	187.36	0.62	0.62	0.47
463.01	195.53	197.8	185.53	0.62	0.62	0.5
464.04	195.74	197.8	172.02	0.62	0.62	0.37
465.05	195.74	197.9	189.3	0.62	0.62	0.52
466.07	195.82	197.9	189.01	0.62	0.62	0.51
467.1	195.82	198.0	187.65	0.62	0.62	0.47
468.32	196.41	198.0	188.42	0.62	0.62	0.51
469.34	196.41	198.0	180.7	0.62	0.62	0.43
470.15	197.14	198.0	188.6	0.62	0.62	0.53
471.17	197.14	198.0	190.19	0.62	0.62	0.52
472.18	197.74	198.0	184.82	0.62	0.62	0.51
473.2	197.74	198.0	187.77	0.62	0.62	0.51
474.22	197.99	198.0	209.03	0.62	0.62	0.65
475.24	197.99	198.0	188.48	0.62	0.62	0.55
476.27	197.66	198.0	189.54	0.62	0.62	0.53
477.48	197.66	198.0	176.68	0.62	0.62	0.59
478.3	197.84	198.0	184.59	0.63	0.62	0.5
479.33	197.84	198.0	196.55	0.63	0.63	0.57
480.35	197.27	198.0	184.0	0.63	0.63	0.56
481.38	197.27	197.9	190.31	0.63	0.63	0.53
482.4	197.67	197.9	167.48	0.63	0.63	0.61
483.84	197.67	197.9	184.88	0.63	0.62	0.51
484.45	197.07	197.9	187.71	0.62	0.62	0.52
485.46	197.07	197.8	183.23	0.62	0.62	0.57
486.49	196.86	197.8	185.41	0.62	0.62	0.52
487.51	196.86	197.7	169.6	0.62	0.62	0.61
488.54	196.76	197.7	186.24	0.62	0.62	0.51
489.56	196.76	197.6	190.07	0.62	0.62	0.53
490.79	196.14	197.6	184.12	0.62	0.62	0.58
491.6	196.14	197.6	186.83	0.62	0.62	0.53
492.63	196.56	197.6	189.72	0.62	0.62	0.52
