#Time	Act P	WU P	PB P	Act PF	WU PF	PB PF
1002.71	196.2	196.6	188.18	0.62	0.62	0.53
1003.95	196.2	196.6	175.33	0.62	0.62	0.57
1004.76	196.26	196.6	184.12	0.62	0.62	0.51
1005.99	196.26	196.6	186.71	0.62	0.62	0.51
1006.81	195.81	196.6	186.71	0.62	0.62	0.5
1008.04	195.81	196.6	186.71	0.62	0.62	0.53
1008.86	196.42	196.6	216.27	0.62	0.62	0.47
1009.88	196.42	196.7	184.0	0.62	0.62	0.49
1010.92	195.88	196.7	184.35	0.62	0.62	0.51
1011.95	195.88	196.6	179.16	0.62	0.62	0.39
1012.97	196.43	196.6	186.24	0.62	0.62	0.53
1014.0	196.43	196.6	192.6	0.62	0.62	0.51
1015.02	196.23	196.6	183.0	0.62	0.62	0.47
1016.04	196.23	196.6	186.06	0.62	0.62	0.51
1017.06	196.29	196.6	173.97	0.62	0.62	0.38
1018.07	196.29	196.6	187.48	0.62	0.62	0.53
1019.08	196.54	196.6	187.77	0.62	0.62	0.51
1020.1	196.54	196.6	184.65	0.62	0.62	0.48
