1440083484.12	64.03	0.27
1440083484.95	65.37	0.28
1440083485.77	62.52	0.27
1440083486.99	61.13	0.26
1440083487.82	64.5	0.27
1440083488.84	57.3	0.3
1440083489.86	53.07	0.25
1440083490.88	60.26	0.26
1440083492.11	59.91	0.26
1440083493.12	63.05	0.26
1440083493.94	63.22	0.26
1440083494.96	60.26	0.27
1440083495.99	61.02	0.26
1440083496.83	58.99	0.25
1440083497.86	60.49	0.26
1440083499.09	77.66	0.27
1440083499.92	59.1	0.26
1440083500.95	60.32	0.26
1440083501.96	60.44	0.26
1440083503.2	62.64	0.27
1440083504.02	59.16	0.26
1440083505.05	60.9	0.26
1440083506.08	58.23	0.25
1440083507.31	59.91	0.26
1440083508.12	65.31	0.26
