1440603736.28	245.78	0.78
1440603736.9	249.01	0.77
1440603737.91	250.42	0.79
1440603739.13	249.42	0.8
1440603739.95	248.83	0.79
1440603740.98	247.6	0.77
1440603742.23	250.6	0.78
1440603743.05	253.3	0.8
1440603744.07	248.01	0.8
1440603745.08	247.78	0.78
1440603746.32	248.42	0.77
1440603747.14	251.18	0.79
1440603748.16	248.6	0.8
1440603749.38	249.01	0.79
1440603750.18	247.31	0.77
1440603751.21	248.83	0.77
1440603752.44	249.48	0.79
1440603753.25	249.13	0.8
1440603754.48	247.54	0.78
1440603755.7	248.42	0.77
1440603756.31	249.36	0.79
1440603757.33	251.65	0.8
1440603758.35	248.13	0.79
1440603759.58	249.54	0.78
1440603760.4	250.83	0.77
1440603761.63	250.83	0.79
1440603762.45	246.78	0.8
1440603763.46	248.19	0.78
1440603764.89	248.01	0.76
1440603765.71	250.89	0.77
1440603766.54	249.13	0.8
1440603767.76	249.66	0.8
1440603768.58	248.6	0.78
1440603769.81	247.89	0.77
1440603770.63	249.36	0.79
1440603771.65	248.72	0.8
1440603772.67	248.01	0.79
1440603773.89	250.65	0.78
1440603774.71	249.71	0.77
1440603775.75	249.42	0.79
1440603776.98	249.19	0.8
1440603777.8	246.37	0.79
1440603779.43	247.89	0.76
1440603780.04	249.19	0.77
1440603781.49	249.19	0.8
1440603782.32	246.95	0.8
1440603782.74	249.54	0.79
1440603783.77	248.48	0.77
1440603784.8	248.66	0.78
1440603785.84	249.89	0.8
1440603786.86	247.95	0.79
1440603788.08	249.3	0.78
1440603788.89	248.31	0.77
1440603790.12	250.65	0.79
1440603790.94	248.48	0.8
1440603791.96	248.31	0.79
1440603792.98	245.19	0.76
1440603794.01	251.18	0.78
1440603795.45	251.24	0.8
1440603796.07	247.31	0.79
1440603797.1	250.13	0.79
1440603798.12	246.84	0.77
1440603799.15	250.71	0.79
1440603800.17	248.01	0.8
1440603801.19	247.31	0.79
1440603802.22	246.13	0.77
1440603803.26	249.48	0.78
1440603804.49	250.6	0.8
1440603805.31	247.95	0.8
1440603806.55	246.78	0.78
1440603807.36	247.72	0.77
1440603808.39	248.89	0.78
1440603809.41	249.07	0.8
1440603810.43	248.83	0.79
1440603811.46	246.43	0.78
1440603812.91	250.3	0.78
1440603813.73	249.07	0.79
1440603814.55	247.31	0.8
1440603815.38	248.01	0.79
1440603816.41	247.89	0.77
1440603817.84	250.95	0.78
1440603818.46	248.54	0.8
1440603819.47	248.31	0.8
1440603820.5	247.6	0.78
1440603821.53	248.42	0.77
1440603822.76	248.48	0.79
1440603823.58	249.83	0.8
1440603824.6	250.24	0.79
1440603826.24	249.07	0.77
1440603826.64	249.42	0.78
1440603828.08	250.24	0.8
1440603829.3	247.72	0.8
1440603829.7	247.6	0.78
1440603830.73	246.72	0.77
1440603831.74	250.01	0.79
1440603832.78	248.01	0.8
1440603834.22	247.84	0.79
1440603835.04	246.54	0.76
1440603836.06	249.24	0.77
1440603836.88	252.48	0.8
1440603837.91	248.83	0.8
1440603838.93	248.66	0.79
1440603839.96	250.01	0.77
1440603841.38	252.65	0.79
1440603841.99	247.31	0.79
1440603843.22	246.25	0.79
1440603844.04	247.89	0.77
1440603845.07	251.01	0.77
1440603846.1	251.59	0.8
1440603847.12	247.95	0.8
1440603848.13	247.54	0.78
1440603849.16	247.66	0.77
1440603850.18	248.6	0.79
1440603851.2	248.48	0.8
1440603852.21	248.72	0.8
1440603853.24	248.48	0.77
1440603854.67	247.66	0.77
1440603855.28	249.66	0.8
1440603856.31	247.95	0.8
1440603857.75	247.37	0.79
1440603858.37	249.54	0.77
1440603859.39	251.01	0.78
1440603860.61	248.89	0.8
1440603861.43	248.95	0.8
1440603862.85	249.95	0.78
1440603863.87	248.13	0.77
1440603864.69	250.6	0.79
1440603865.72	248.66	0.8
1440603866.94	249.13	0.79
1440603867.75	246.19	0.76
1440603869.39	250.48	0.78
1440603869.59	249.54	0.8
